T = 11;
S = 4;
C = 88;
t = [2 2 60 40 10 15 3 15 8 8 45 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,4> <4,5> <4,7> <5,6> <6,8> <6,9> <6,10> <7,11> };
POR = {};
setup = [[0 1 52 34 4 6 2 4 6 3 21 0 0 0 0 0 ],
[1 0 3 27 0 8 1 3 3 7 42 0 0 0 0 0 ],
[1 0 0 8 6 1 1 5 2 3 20 0 0 0 0 0 ],
[1 1 37 0 9 7 2 1 0 4 28 0 0 0 0 0 ],
[1 0 30 37 0 6 2 7 6 3 15 0 0 0 0 0 ],
[0 1 52 37 3 0 0 14 4 5 41 0 0 0 0 0 ],
[0 1 27 6 8 0 0 3 7 0 33 0 0 0 0 0 ],
[1 1 58 30 5 7 1 0 6 5 29 0 0 0 0 0 ],
[0 1 4 23 6 1 0 6 0 0 22 0 0 0 0 0 ],
[1 1 0 21 0 10 1 9 1 0 5 0 0 0 0 0 ],
[0 1 40 8 4 4 2 5 7 3 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
