T = 22;
S = 9;
C = 43;
t = [10 6 12 17 9 19 9 15 6 11 1 19 12 6 4 17 10 6 16 7 14 19 0 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,11> <2,12> <3,4> <5,8> <5,9> <7,13> <7,14> <12,20> <15,19> <22,5> <22,6> <22,7> };
POR = {<2,22> <4,16> <4,22> <6,10> <6,17> <7,15> <8,10> <9,15> <9,18> <10,15> <11,16> <12,21> <13,17> <14,18> <16,21> };
setup = [[0 2 0 0 3 13 5 4 1 6 0 1 0 0 1 9 1 1 1 4 9 8 0 0 0 0 0 0 0 0 0 0 ],
[6 0 0 2 0 10 1 7 1 7 0 3 7 1 1 9 0 3 1 1 1 7 0 0 0 0 0 0 0 0 0 0 ],
[6 3 0 9 4 10 0 1 0 6 0 1 6 3 0 0 0 2 1 1 5 2 0 0 0 0 0 0 0 0 0 0 ],
[4 2 7 0 1 10 0 6 2 6 0 0 6 2 0 3 6 3 9 0 2 13 0 0 0 0 0 0 0 0 0 0 ],
[0 0 7 6 0 4 0 10 2 4 0 12 4 0 1 6 0 3 0 3 4 12 0 0 0 0 0 0 0 0 0 0 ],
[0 3 1 3 4 0 2 0 1 7 0 10 8 0 0 1 5 1 2 1 9 13 0 0 0 0 0 0 0 0 0 0 ],
[1 3 2 2 4 5 0 10 1 7 0 9 2 0 1 6 0 3 2 3 2 12 0 0 0 0 0 0 0 0 0 0 ],
[3 2 8 3 1 4 0 0 2 7 0 8 7 3 1 7 0 3 7 2 7 1 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 9 0 9 2 1 0 6 0 8 2 1 2 7 5 0 6 1 0 3 0 0 0 0 0 0 0 0 0 0 ],
[0 1 6 8 4 8 5 6 2 0 0 11 8 0 0 4 1 1 1 4 5 12 0 0 0 0 0 0 0 0 0 0 ],
[5 0 2 4 0 6 3 2 0 6 0 3 5 0 1 9 4 0 4 4 8 6 0 0 0 0 0 0 0 0 0 0 ],
[0 1 5 7 5 11 3 6 2 6 0 0 7 0 0 0 2 0 1 4 8 5 0 0 0 0 0 0 0 0 0 0 ],
[5 1 5 7 0 1 4 6 2 5 0 10 0 2 1 8 3 2 8 4 8 1 0 0 0 0 0 0 0 0 0 0 ],
[6 2 3 1 0 7 3 5 1 4 0 9 4 0 2 6 2 3 1 3 1 10 0 0 0 0 0 0 0 0 0 0 ],
[6 2 3 10 4 3 2 10 1 3 0 7 8 3 0 1 4 0 4 0 6 5 0 0 0 0 0 0 0 0 0 0 ],
[6 2 3 0 3 1 3 5 3 5 0 4 8 3 0 0 2 3 11 2 1 10 0 0 0 0 0 0 0 0 0 0 ],
[1 2 5 10 5 1 3 7 1 0 0 9 1 0 2 3 0 0 7 4 4 6 0 0 0 0 0 0 0 0 0 0 ],
[3 0 8 2 2 10 1 6 2 1 0 7 7 1 0 11 4 0 8 4 3 1 0 0 0 0 0 0 0 0 0 0 ],
[0 2 1 4 4 10 0 3 3 2 0 12 3 2 0 9 5 0 0 2 5 4 0 0 0 0 0 0 0 0 0 0 ],
[2 2 6 8 1 3 2 10 3 6 0 6 7 2 2 9 3 1 7 0 3 12 0 0 0 0 0 0 0 0 0 0 ],
[2 1 4 3 5 4 5 7 3 5 0 9 8 2 2 6 6 0 5 4 0 10 0 0 0 0 0 0 0 0 0 0 ],
[2 0 3 3 5 11 5 3 1 1 0 12 3 1 0 2 0 1 4 0 7 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
