T = 73;
S = 3;
C = 365;
t = [19 20 7 7 8 8 8 12 19 7 8 16 9 5 2 2 7 5 19 7 6 1 2 11 18 13 11 1 10 9 14 16 20 15 9 18 6 6 9 2 2 11 5 16 10 6 7 8 19 9 17 15 11 19 15 5 20 20 13 20 19 6 8 7 9 3 16 3 16 13 20 2 17 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <6,43> <8,9> <12,13> <12,14> <12,15> <12,48> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <20,49> <25,55> <26,52> <27,53> <30,58> <30,61> <32,6> <32,16> <32,40> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> <45,63> <46,34> <47,8> <48,49> <48,50> <48,51> <49,52> <49,53> <50,15> <51,55> <51,56> <57,60> <58,64> <59,28> <60,29> <61,62> <61,63> <61,64> <62,65> <62,66> <64,68> <64,69> <70,73> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> <50,54> <50,58> <51,57> <52,54> <53,57> <53,59> <54,57> <55,58> <56,59> <63,67> <63,71> <64,70> <65,67> <66,70> <66,72> <67,70> <68,71> <69,72> };
setup = [[0 8 0 2 2 3 1 4 4 0 0 1 3 1 0 0 0 1 4 2 0 0 0 3 0 1 0 0 1 0 1 6 1 1 0 6 1 2 0 0 0 2 1 4 1 2 0 0 0 1 7 2 3 8 1 0 0 4 2 3 4 0 1 2 1 0 7 0 4 1 9 0 4 0 0 0 0 ],
[5 0 1 2 2 3 2 0 3 1 3 3 3 0 0 0 1 1 2 2 1 0 0 1 4 0 2 0 4 0 1 0 7 0 3 5 1 0 3 0 0 0 1 3 0 2 1 3 5 1 1 3 1 0 2 0 3 2 4 0 5 1 1 1 3 0 5 0 5 3 4 0 4 0 0 0 0 ],
[2 9 0 0 0 2 1 3 6 0 1 2 2 0 0 0 0 0 8 2 1 0 0 4 1 5 0 0 1 3 5 1 0 1 1 6 2 0 2 0 0 1 0 4 2 2 2 1 4 1 4 0 0 8 4 0 6 6 4 5 7 1 0 0 3 0 4 0 5 5 3 0 0 0 0 0 0 ],
[1 3 2 0 2 1 0 5 6 1 3 4 0 1 0 0 0 1 3 1 0 0 0 1 7 5 4 0 0 3 0 4 8 4 2 3 1 1 2 0 0 4 1 0 1 1 0 3 7 1 7 6 3 8 4 0 3 3 1 9 1 2 2 0 1 0 5 0 1 5 4 0 7 0 0 0 0 ],
[4 0 0 1 0 0 2 2 7 0 1 7 2 1 0 0 0 0 8 1 2 0 0 0 4 0 1 0 3 1 6 2 5 4 2 8 0 2 0 0 0 4 0 6 0 2 2 3 8 3 7 6 2 0 5 1 9 6 2 0 4 0 3 1 0 0 0 0 7 3 7 0 3 0 0 0 0 ],
[8 0 1 2 0 0 3 0 1 2 3 0 3 1 0 0 1 1 2 0 2 0 0 1 6 5 3 0 4 0 0 5 3 6 0 8 1 2 2 0 0 2 1 7 1 0 1 1 3 0 4 6 3 0 0 0 8 1 1 3 6 2 0 0 1 0 6 0 5 3 7 0 7 0 0 0 0 ],
[8 1 1 1 3 2 0 5 5 1 1 3 3 1 0 0 2 1 1 0 0 0 0 0 7 0 2 0 4 2 5 0 1 6 1 3 2 2 2 0 0 1 1 0 2 0 1 0 8 0 1 0 4 3 1 0 1 4 3 3 5 2 1 0 3 0 4 0 6 2 5 0 2 0 0 0 0 ],
[8 9 1 0 0 3 0 0 4 2 2 3 0 0 0 0 0 0 0 0 0 0 0 4 7 2 2 0 3 3 5 0 8 0 1 4 0 2 2 0 0 4 0 2 2 0 2 1 0 2 1 4 3 8 6 0 8 8 3 2 7 2 2 1 3 0 1 0 6 0 6 0 7 0 0 0 0 ],
[3 4 1 1 2 3 1 2 0 1 3 5 3 0 0 0 1 1 6 1 1 0 0 3 8 4 0 0 1 1 0 6 9 6 2 4 2 2 0 0 0 4 0 0 3 1 0 3 5 2 0 4 4 7 5 0 7 3 0 0 8 0 1 0 2 0 3 0 5 1 2 0 1 0 0 0 0 ],
[5 3 0 0 1 3 0 4 4 0 2 2 0 0 0 0 0 0 3 2 1 0 0 1 8 4 3 0 4 1 4 7 7 5 2 6 2 2 0 0 0 0 1 1 1 1 0 0 8 2 2 1 1 4 1 0 6 5 3 5 3 0 2 1 0 0 3 0 1 5 6 0 2 0 0 0 0 ],
[4 9 0 0 2 3 3 4 3 0 0 4 0 0 0 0 2 0 8 0 2 0 0 4 0 1 4 0 0 0 0 0 5 5 0 7 1 0 1 0 0 2 0 1 0 0 1 1 6 0 2 3 4 5 0 1 2 4 4 9 4 1 0 2 0 0 0 0 7 2 9 0 4 0 0 0 0 ],
[8 8 0 0 2 1 2 4 4 0 3 0 0 1 0 0 2 0 7 0 2 0 0 1 1 2 0 0 4 3 2 5 1 0 3 4 1 1 1 0 0 4 1 0 1 0 1 1 7 0 5 2 4 2 4 0 8 0 4 7 0 1 2 1 3 0 4 0 0 2 8 0 2 0 0 0 0 ],
[1 7 0 0 0 2 2 1 1 2 3 6 0 1 0 0 0 1 2 0 0 0 0 3 6 4 3 0 4 0 0 0 2 3 0 0 2 1 3 0 0 4 1 6 0 2 2 1 6 2 4 0 1 5 0 0 5 5 3 2 7 0 0 1 1 0 0 0 7 4 1 0 0 0 0 0 0 ],
[6 4 1 1 0 0 3 0 4 2 0 1 1 0 0 0 2 1 4 0 1 0 0 0 0 4 1 0 0 1 4 0 8 5 0 0 1 2 3 0 0 2 1 1 3 2 0 1 7 3 6 2 4 8 1 1 5 7 1 9 1 0 3 1 0 0 0 0 7 1 5 0 2 0 0 0 0 ],
[5 0 2 0 2 2 3 1 3 0 0 3 0 1 0 0 0 1 7 0 2 0 0 2 6 5 0 0 0 2 1 4 8 1 2 3 2 0 1 0 0 2 1 1 3 0 2 1 7 2 3 3 4 5 5 0 2 6 0 3 4 1 0 1 0 0 6 0 4 2 1 0 4 0 0 0 0 ],
[1 7 2 1 1 0 3 2 6 2 3 5 2 0 0 0 0 1 2 0 1 0 0 4 0 1 2 0 4 1 2 1 1 2 3 7 0 1 2 0 0 0 0 7 2 1 1 3 3 1 1 2 1 5 5 1 4 5 2 7 3 2 1 1 1 0 0 0 3 3 3 0 0 0 0 0 0 ],
[0 5 2 2 0 2 3 4 4 2 3 0 1 0 0 0 0 0 1 2 1 0 0 0 0 5 0 0 3 2 6 3 9 6 2 2 2 1 0 0 0 3 1 5 3 1 1 0 2 1 0 4 3 7 6 1 8 4 5 6 7 0 0 1 3 0 0 0 2 5 6 0 7 0 0 0 0 ],
[2 7 2 0 1 2 3 1 7 1 1 4 3 0 0 0 1 0 7 1 2 0 0 0 7 1 1 0 1 2 4 5 5 2 0 4 2 0 3 0 0 4 0 5 3 2 1 2 7 1 7 3 3 3 5 0 2 9 5 7 7 0 3 0 2 0 7 0 3 2 5 0 5 0 0 0 0 ],
[8 3 1 1 3 3 1 3 4 0 0 2 2 1 0 0 0 1 0 2 0 0 0 4 3 4 0 0 4 0 6 2 7 5 0 6 2 0 1 0 0 3 0 1 0 1 1 2 5 0 7 2 1 8 1 0 1 3 3 0 8 2 0 0 3 0 6 0 7 5 5 0 6 0 0 0 0 ],
[8 0 0 0 3 3 0 0 5 0 3 3 1 0 0 0 1 1 6 0 1 0 0 3 1 2 2 0 3 0 3 6 9 4 1 2 1 1 3 0 0 3 1 3 0 0 2 0 3 2 6 0 4 4 2 0 3 8 1 7 8 0 3 2 2 0 3 0 5 1 1 0 4 0 0 0 0 ],
[2 1 1 1 0 1 0 3 1 1 2 1 3 1 0 0 1 1 7 1 0 0 0 3 3 5 0 0 3 3 0 2 8 1 2 2 0 2 2 0 0 0 1 5 1 2 0 2 6 0 3 0 4 6 2 0 4 4 4 3 7 0 3 0 2 0 6 0 2 3 2 0 2 0 0 0 0 ],
[6 4 0 2 0 0 0 5 0 2 0 4 3 0 0 0 0 1 8 0 2 0 0 3 7 0 4 0 4 0 2 4 6 6 3 4 2 2 0 0 0 1 0 5 4 2 0 1 1 2 7 6 0 1 0 0 1 3 5 2 4 2 3 1 3 0 0 0 6 2 9 0 3 0 0 0 0 ],
[8 5 1 1 2 0 3 5 8 1 1 0 2 1 0 0 1 0 6 0 2 0 0 4 2 4 2 0 0 2 2 4 0 6 1 6 0 2 2 0 0 4 0 6 3 1 1 1 0 1 6 1 2 3 0 0 0 1 5 4 6 0 3 2 3 0 1 0 1 3 7 0 5 0 0 0 0 ],
[4 0 1 0 3 1 3 5 1 2 2 3 0 0 0 0 2 1 0 1 1 0 0 0 6 3 3 0 4 1 5 6 1 3 1 6 1 0 2 0 0 2 0 0 3 1 1 3 6 0 3 1 2 2 6 0 7 7 2 9 6 0 3 2 1 0 1 0 1 1 6 0 2 0 0 0 0 ],
[7 7 0 1 2 0 0 3 6 0 1 7 2 0 0 0 2 1 3 2 2 0 0 2 0 0 1 0 3 3 4 6 5 3 1 5 0 2 3 0 0 2 0 4 0 0 2 1 1 2 0 6 3 2 2 0 0 4 4 9 2 1 2 0 1 0 5 0 6 3 5 0 0 0 0 0 0 ],
[0 7 0 1 3 2 0 3 4 2 2 3 3 0 0 0 0 1 3 1 2 0 0 4 4 0 4 0 4 1 2 4 8 5 3 4 1 2 1 0 0 1 1 5 3 0 1 1 8 3 5 1 1 8 3 1 2 1 3 0 1 2 2 2 1 0 6 0 5 1 0 0 4 0 0 0 0 ],
[6 9 0 1 2 1 3 5 0 1 2 6 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 4 2 6 3 0 3 3 1 0 1 0 0 0 2 1 5 2 2 1 1 6 1 3 0 1 0 2 1 4 3 0 6 6 2 3 2 3 0 3 0 3 2 6 0 5 0 0 0 0 ],
[3 6 2 1 3 2 0 0 7 0 1 0 1 0 0 0 0 1 5 1 2 0 0 1 3 3 0 0 4 3 0 2 3 5 2 6 2 2 3 0 0 0 0 6 3 1 2 2 3 1 7 5 3 0 6 0 8 4 5 8 1 2 3 2 1 0 5 0 5 3 5 0 5 0 0 0 0 ],
[5 0 2 2 1 1 3 1 8 2 0 1 3 1 0 0 1 0 2 1 2 0 0 4 2 5 4 0 0 1 3 6 0 2 1 3 1 0 1 0 0 3 0 3 1 2 0 0 8 2 0 5 4 1 0 0 6 0 2 1 2 2 0 1 2 0 0 0 1 0 9 0 2 0 0 0 0 ],
[6 6 2 1 1 2 2 4 5 1 1 1 0 0 0 0 1 0 3 2 1 0 0 2 4 1 3 0 4 0 6 2 7 4 2 0 2 2 2 0 0 1 1 0 0 1 1 0 1 2 6 2 4 5 2 1 2 7 4 4 6 1 3 1 1 0 2 0 6 0 8 0 5 0 0 0 0 ],
[6 0 2 0 0 1 2 4 6 2 0 0 2 1 0 0 1 0 0 2 2 0 0 0 1 2 0 0 3 1 0 0 2 5 0 7 0 0 3 0 0 3 0 4 2 0 0 3 4 0 0 2 3 0 3 0 3 6 4 7 7 0 1 1 2 0 2 0 0 3 7 0 3 0 0 0 0 ],
[5 5 0 1 0 2 0 1 6 1 0 7 1 0 0 0 2 1 2 1 0 0 0 0 2 3 2 0 3 2 6 0 4 1 3 6 0 0 1 0 0 4 1 3 2 1 1 3 8 2 6 4 4 3 6 0 9 8 2 0 4 2 2 2 2 0 5 0 1 3 8 0 6 0 0 0 0 ],
[4 1 1 0 0 0 2 5 1 2 1 1 3 0 0 0 1 1 4 0 1 0 0 0 8 1 0 0 2 0 4 6 0 6 2 1 0 1 3 0 0 3 1 2 0 2 0 0 6 1 7 4 1 0 3 0 2 3 3 3 5 1 0 2 0 0 1 0 7 2 9 0 3 0 0 0 0 ],
[6 6 1 2 2 1 0 5 3 0 0 0 0 1 0 0 2 0 0 1 1 0 0 1 1 2 1 0 1 0 5 2 1 0 2 4 1 2 0 0 0 2 0 1 1 2 2 0 3 1 0 5 4 0 5 1 5 5 1 4 1 1 3 0 1 0 1 0 4 5 0 0 1 0 0 0 0 ],
[1 7 2 2 1 2 1 5 4 2 1 2 1 1 0 0 2 0 6 1 2 0 0 2 7 3 0 0 4 0 0 7 0 5 0 6 0 2 3 0 0 3 0 7 0 0 2 2 5 1 7 4 0 1 0 1 4 5 0 9 5 0 1 2 1 0 5 0 4 5 4 0 1 0 0 0 0 ],
[3 3 0 2 2 3 3 0 3 2 3 6 2 1 0 0 0 0 4 2 0 0 0 0 6 4 0 0 3 0 4 1 0 2 1 0 2 1 3 0 0 4 0 2 4 0 2 0 1 2 3 6 0 8 1 1 0 1 5 2 4 0 0 1 2 0 3 0 2 5 2 0 4 0 0 0 0 ],
[1 5 0 0 3 1 1 3 7 1 1 6 1 1 0 0 2 1 4 0 1 0 0 1 8 1 0 0 2 0 0 4 0 4 1 4 0 2 0 0 0 4 1 2 3 2 0 3 5 2 5 0 0 0 4 0 2 6 2 8 0 2 3 1 3 0 2 0 6 5 5 0 6 0 0 0 0 ],
[5 4 0 2 3 1 0 3 2 2 1 3 0 0 0 0 1 0 5 2 0 0 0 3 2 1 3 0 4 3 1 3 4 4 0 2 0 0 2 0 0 2 0 2 3 2 0 1 4 1 5 4 4 0 5 1 7 5 0 9 7 0 3 1 3 0 2 0 0 2 9 0 2 0 0 0 0 ],
