T = 47;
S = 4;
C = 307;
t = [14 28 3 2 3 4 8 12 4 28 3 4 6 1 20 5 28 4 3 12 3 3 28 28 12 76 6 28 3 6 3 98 14 2 6 7 60 6 60 8 12 3 12 3 28 2 3 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 13 0 0 0 2 5 7 1 14 1 1 2 0 13 1 16 1 1 6 1 0 1 18 5 25 2 14 1 1 1 54 0 0 1 1 25 3 33 0 2 0 3 0 12 0 1 0 0 0 0 0 ],
[9 0 0 0 0 1 3 4 2 19 1 1 3 0 5 0 12 2 1 2 1 1 12 3 4 36 2 8 0 1 0 22 4 0 3 3 4 2 4 3 8 1 3 1 19 0 0 0 0 0 0 0 ],
[2 20 0 0 1 0 3 4 0 7 1 0 0 0 7 0 10 1 1 2 0 1 4 16 6 16 0 14 0 0 0 28 3 0 3 3 14 2 41 0 7 0 2 1 20 0 0 0 0 0 0 0 ],
[5 4 1 0 1 0 2 0 0 12 1 2 3 0 7 0 1 2 0 7 0 1 1 11 2 47 1 5 0 1 1 33 8 0 3 0 5 0 18 0 0 0 4 1 20 0 0 0 0 0 0 0 ],
[7 14 1 0 0 0 4 5 1 20 0 0 0 0 12 2 13 0 1 5 1 1 9 11 4 24 0 13 1 0 1 20 7 0 0 0 37 1 28 5 5 0 5 0 20 0 1 0 0 0 0 0 ],
[4 19 1 0 1 0 0 1 1 12 0 1 1 0 11 0 4 2 1 2 0 0 1 10 6 45 2 20 1 1 0 49 3 0 0 1 40 2 25 5 3 0 5 1 15 0 1 0 0 0 0 0 ],
[0 19 1 0 0 1 0 7 2 7 0 2 3 0 5 1 10 1 1 4 0 1 17 5 2 31 2 15 1 1 0 42 0 0 0 4 7 2 43 5 6 1 1 0 18 0 1 0 0 0 0 0 ],
[9 8 1 0 1 1 3 0 2 13 1 0 0 0 12 2 6 2 0 4 1 1 11 18 2 42 0 14 0 1 0 25 8 0 2 0 6 2 5 2 0 1 2 0 13 0 0 0 0 0 0 0 ],
[7 17 1 0 1 1 3 3 0 19 0 0 1 0 7 1 15 1 0 4 1 1 7 4 0 23 0 20 1 3 1 52 2 0 3 1 42 2 11 5 4 1 1 0 8 0 1 0 0 0 0 0 ],
[0 12 0 0 0 1 5 8 0 0 1 0 3 0 3 0 14 1 0 3 0 1 7 15 5 20 0 5 0 3 0 32 5 0 3 4 28 3 37 5 6 0 8 0 19 0 0 0 0 0 0 0 ],
[2 10 1 0 0 2 2 8 2 1 0 2 1 0 1 0 19 0 0 7 1 0 15 12 3 35 2 16 0 1 1 51 3 0 0 4 1 3 4 5 6 0 4 1 1 0 0 0 0 0 0 0 ],
[5 9 0 0 0 1 0 2 1 17 1 0 3 0 9 0 20 1 0 7 0 1 7 6 4 12 1 10 0 1 1 20 7 0 3 3 31 2 39 3 5 1 2 0 9 0 0 0 0 0 0 0 ],
[5 12 0 0 1 2 0 3 0 0 1 1 0 0 13 0 14 1 1 5 0 1 18 20 0 15 2 14 1 3 0 0 3 0 3 3 37 2 24 5 3 1 5 1 3 0 1 0 0 0 0 0 ],
[1 9 1 0 1 1 0 7 2 20 0 1 1 0 13 2 0 1 0 3 0 1 19 0 3 41 1 18 0 2 1 63 2 0 3 2 40 1 43 3 6 0 4 0 5 0 1 0 0 0 0 0 ],
[2 20 0 0 0 2 4 1 2 19 1 1 0 0 0 2 19 0 0 3 1 1 5 13 4 15 1 7 0 0 1 2 7 0 2 4 5 3 34 5 7 1 8 1 10 0 0 0 0 0 0 0 ],
[0 7 1 0 0 2 2 1 1 8 0 2 0 0 12 0 15 1 0 5 0 0 12 4 2 23 2 1 1 2 1 70 3 0 2 1 36 3 2 1 1 1 6 0 0 0 0 0 0 0 0 0 ],
[3 13 1 0 1 0 2 0 1 19 0 0 1 0 13 1 0 2 0 3 0 0 14 17 8 50 2 20 1 3 1 9 0 0 3 2 31 0 11 2 4 1 4 1 13 0 1 0 0 0 0 0 ],
[2 12 0 0 1 1 0 7 1 12 0 1 0 0 13 0 4 0 1 1 1 1 14 18 1 53 2 14 1 1 0 17 3 0 3 2 2 1 28 3 6 0 7 1 1 0 0 0 0 0 0 0 ],
[3 0 1 0 1 2 0 5 1 8 0 2 0 0 14 1 8 1 0 2 0 0 8 13 1 48 1 4 1 2 1 65 8 0 1 2 36 3 13 0 2 1 0 1 12 0 1 0 0 0 0 0 ],
[7 7 0 0 1 1 4 0 2 13 0 2 0 0 0 2 12 1 1 0 0 1 3 7 6 19 1 9 0 1 0 18 3 0 2 2 41 3 7 4 5 1 7 0 20 0 0 0 0 0 0 0 ],
[0 13 0 0 0 2 3 0 1 3 0 1 2 0 7 2 2 1 1 8 0 0 0 3 3 33 1 10 0 2 1 70 0 0 3 4 19 1 6 0 4 0 5 1 5 0 0 0 0 0 0 0 ],
[4 20 0 0 0 0 0 1 0 3 1 1 3 0 10 0 1 0 0 0 1 0 3 20 4 3 2 17 0 1 0 17 7 0 2 0 6 2 13 0 5 1 4 1 19 0 1 0 0 0 0 0 ],
[6 0 0 0 0 2 0 3 1 7 0 0 1 0 9 1 13 2 1 8 1 0 0 1 4 51 0 12 0 1 0 55 1 0 2 4 1 2 11 3 3 1 0 0 5 0 0 0 0 0 0 0 ],
[1 4 1 0 1 2 0 1 2 16 0 1 3 0 4 1 1 0 1 6 1 0 4 0 6 25 3 6 0 3 0 41 3 0 1 4 17 2 23 4 6 0 0 0 13 0 1 0 0 0 0 0 ],
[9 17 0 0 0 1 3 2 2 10 0 1 1 0 5 0 0 1 1 6 1 0 11 12 0 48 2 8 0 3 1 17 6 0 3 1 5 1 28 0 2 0 2 1 10 0 1 0 0 0 0 0 ],
[5 10 1 0 0 0 4 8 2 15 1 2 0 0 9 0 20 0 1 5 0 0 10 0 3 0 0 20 0 0 0 66 2 0 0 0 12 0 5 1 2 0 8 0 13 0 0 0 0 0 0 0 ],
[3 19 0 0 1 1 4 2 2 6 1 0 0 0 5 1 10 1 0 7 0 0 12 6 0 25 0 13 1 0 1 69 3 0 3 3 16 0 19 1 1 1 0 0 5 0 1 0 0 0 0 0 ],
[3 2 1 0 1 0 2 4 2 13 1 1 1 0 13 1 5 1 1 2 0 0 7 14 8 44 1 0 1 0 0 67 4 0 3 0 1 1 33 5 5 0 0 1 7 0 1 0 0 0 0 0 ],
[2 6 0 0 0 1 5 8 1 13 0 0 1 0 9 1 16 1 0 7 1 1 20 13 3 43 1 15 0 2 0 1 1 0 2 4 14 3 9 3 2 0 8 1 12 0 0 0 0 0 0 0 ],
[7 2 0 0 1 0 1 2 0 6 1 2 2 0 2 2 11 0 0 6 1 1 15 9 5 13 2 0 1 0 0 29 7 0 0 2 12 2 21 3 3 1 0 0 19 0 1 0 0 0 0 0 ],
[2 9 1 0 1 0 4 3 2 10 1 1 3 0 8 0 19 0 0 2 1 1 18 17 6 55 2 1 1 3 0 31 0 0 2 3 6 1 41 2 0 0 1 0 16 0 0 0 0 0 0 0 ],
[0 8 0 0 1 1 4 5 1 20 0 0 3 0 4 1 5 2 1 8 0 0 15 8 1 19 3 3 0 0 1 0 5 0 2 2 27 3 33 2 3 1 7 0 3 0 0 0 0 0 0 0 ],
[9 20 0 0 1 2 0 3 0 2 0 0 2 0 9 2 18 2 0 6 0 0 19 3 1 12 3 10 1 1 1 49 0 0 3 0 26 0 8 0 4 0 6 1 17 0 0 0 0 0 0 0 ],
[6 5 0 0 0 0 0 6 2 8 1 0 0 0 10 1 6 1 1 8 1 1 9 5 4 44 3 9 1 3 0 70 4 0 1 0 10 3 22 4 0 0 0 0 9 0 0 0 0 0 0 0 ],
[5 15 1 0 0 0 3 2 1 9 0 0 1 0 5 2 5 0 1 8 1 1 17 6 8 7 3 11 0 0 1 70 6 0 0 4 24 2 28 2 1 1 4 1 7 0 1 0 0 0 0 0 ],
[6 11 0 0 0 2 5 3 0 14 1 2 2 0 0 2 12 1 0 5 1 1 13 15 1 35 3 8 1 1 1 72 1 0 3 0 31 0 3 5 5 1 3 1 13 0 1 0 0 0 0 0 ],
[3 16 0 0 1 2 4 5 0 13 0 0 3 0 6 0 7 0 1 1 0 1 18 7 5 5 2 14 0 1 1 21 7 0 0 4 0 2 30 3 7 1 5 1 18 0 0 0 0 0 0 0 ],
[3 7 0 0 1 0 5 1 2 17 0 1 3 0 14 1 1 0 0 2 1 1 2 9 5 11 1 0 0 2 1 64 5 0 2 4 27 0 29 3 6 0 6 0 15 0 0 0 0 0 0 0 ],
