T = 12;
S = 4;
C = 64;
t = [2 3 40 15 10 15 15 2 3 20 10 15 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,4> <4,5> <5,6> <5,7> <5,8> <6,9> <9,10> <10,11> <11,12> };
POR = {};
setup = [[0 0 16 1 0 3 5 0 0 3 3 5 0 0 0 0 0 ],
[0 0 6 4 0 3 5 0 0 4 1 1 0 0 0 0 0 ],
[0 0 0 3 4 1 5 0 0 6 0 1 0 0 0 0 0 ],
[0 0 6 0 3 1 2 0 0 2 0 4 0 0 0 0 0 ],
[0 0 4 2 0 1 2 0 0 8 4 5 0 0 0 0 0 ],
[0 0 12 1 3 0 6 0 0 0 4 5 0 0 0 0 0 ],
[0 0 10 4 3 0 0 0 0 9 4 4 0 0 0 0 0 ],
[0 0 2 2 3 1 2 0 0 5 3 6 0 0 0 0 0 ],
[0 0 1 2 3 0 5 0 0 3 0 1 0 0 0 0 0 ],
[0 0 13 3 0 2 0 0 0 0 2 0 0 0 0 0 0 ],
[0 0 3 4 4 6 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 12 3 0 4 5 0 0 1 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
