T = 12;
S = 6;
C = 55;
t = [2 3 40 15 10 15 15 2 3 20 10 15 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,4> <4,5> <5,6> <5,7> <5,8> <6,9> <9,10> <10,11> <11,12> };
POR = {};
setup = [[0 1 36 13 5 14 12 1 0 13 3 11 0 0 0 0 0 0 0 ],
[0 0 26 13 5 8 11 0 2 4 1 1 0 0 0 0 0 0 0 ],
[0 1 0 11 4 12 8 1 1 6 0 6 0 0 0 0 0 0 0 ],
[0 2 26 0 3 0 0 0 1 2 0 5 0 0 0 0 0 0 0 ],
[0 2 4 2 0 5 13 1 1 8 9 3 0 0 0 0 0 0 0 ],
[1 2 12 2 8 0 6 0 1 10 9 3 0 0 0 0 0 0 0 ],
[0 1 30 14 8 8 0 0 1 19 9 11 0 0 0 0 0 0 0 ],
[1 0 2 12 3 3 8 0 1 5 8 1 0 0 0 0 0 0 0 ],
[1 0 21 13 8 10 11 0 0 13 5 7 0 0 0 0 0 0 0 ],
[1 1 33 5 0 7 0 1 2 0 7 6 0 0 0 0 0 0 0 ],
[0 2 23 4 9 2 7 1 0 0 0 13 0 0 0 0 0 0 0 ],
[1 0 32 13 0 11 8 0 1 11 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
