T = 47;
S = 5;
C = 328;
t = [18 36 9 6 9 8 12 20 6 36 9 8 10 3 28 9 36 8 9 20 9 9 36 36 20 100 10 36 11 10 9 110 22 6 10 12 84 10 84 12 20 9 20 9 36 6 9 0 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 17 0 0 4 5 6 2 1 11 4 1 6 1 11 7 10 3 2 8 5 7 7 24 1 21 4 35 9 1 5 11 15 3 6 11 6 8 50 11 5 4 19 8 29 3 6 0 0 0 0 0 0 ],
[11 0 3 1 0 0 9 19 1 10 2 4 5 1 22 0 33 6 4 17 2 1 11 31 10 16 7 30 4 7 0 92 11 0 9 4 60 0 51 3 4 8 11 5 14 3 3 0 0 0 0 0 0 ],
[12 13 0 2 2 5 5 6 1 9 2 7 7 0 2 7 20 3 5 9 4 0 15 19 1 15 0 22 8 1 3 61 0 5 8 5 58 0 66 8 15 1 12 5 6 4 2 0 0 0 0 0 0 ],
[3 12 6 0 2 6 4 6 0 7 2 7 7 1 18 6 35 2 5 19 6 7 11 26 5 91 0 13 3 0 7 81 12 3 0 5 26 5 12 5 19 4 15 3 26 2 8 0 0 0 0 0 0 ],
[0 29 2 0 0 7 2 19 2 9 8 7 7 0 10 2 30 7 3 16 7 8 24 7 11 57 8 3 1 4 6 105 18 3 1 8 45 5 13 11 1 8 15 1 0 5 8 0 0 0 0 0 0 ],
[14 24 3 4 3 0 1 1 2 10 3 5 9 0 27 5 20 6 8 4 2 3 30 26 3 26 6 22 9 2 6 100 17 2 5 8 1 2 27 3 1 8 2 1 18 3 7 0 0 0 0 0 0 ],
[1 15 1 5 1 1 0 5 2 7 0 3 0 0 10 5 5 5 3 16 3 6 22 21 2 69 3 35 0 3 8 56 10 2 7 8 67 2 63 7 14 0 11 4 17 2 8 0 0 0 0 0 0 ],
[15 7 8 3 7 6 10 0 4 2 6 7 7 0 10 3 7 1 5 15 2 5 33 10 1 37 5 13 9 0 6 47 7 4 4 0 49 9 45 11 14 2 18 1 30 1 2 0 0 0 0 0 0 ],
[7 4 1 0 8 3 6 3 0 29 5 4 4 2 7 7 23 6 5 3 6 0 14 7 0 0 4 17 0 4 7 46 9 4 0 1 22 7 16 4 4 6 18 5 26 4 3 0 0 0 0 0 0 ],
[13 25 5 0 0 6 11 12 2 0 6 0 5 1 20 2 19 7 8 12 2 7 1 20 5 32 0 34 10 0 1 40 4 5 6 10 60 7 45 6 17 3 1 1 5 1 4 0 0 0 0 0 0 ],
[7 27 1 1 3 5 4 6 1 7 0 5 3 2 5 3 13 1 4 16 4 6 16 27 5 18 4 0 2 4 2 59 18 4 3 3 30 5 51 4 14 5 8 8 13 3 4 0 0 0 0 0 0 ],
[4 22 3 0 5 7 5 12 3 1 1 0 4 0 22 3 24 0 7 4 1 2 5 19 11 40 0 20 3 4 3 38 18 3 5 0 59 0 18 10 7 4 14 7 3 1 2 0 0 0 0 0 0 ],
[17 11 5 3 5 6 3 18 1 3 7 0 0 2 5 8 26 6 4 16 7 3 16 6 16 22 2 6 10 4 3 54 17 3 9 10 27 0 1 3 17 5 16 3 8 1 4 0 0 0 0 0 0 ],
[15 29 0 3 4 3 8 1 0 33 2 6 3 0 26 0 15 1 5 0 0 2 2 31 1 56 6 3 10 3 7 45 14 4 0 8 83 5 29 3 16 5 11 5 21 1 1 0 0 0 0 0 0 ],
