T = 47;
S = 8;
C = 120;
t = [14 28 3 2 3 4 8 12 4 28 3 4 6 1 20 5 28 4 3 12 3 3 28 28 12 76 6 28 3 6 3 98 14 2 6 7 60 6 60 8 12 3 12 3 28 2 3 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 6 0 0 0 0 1 0 0 0 0 0 0 0 2 0 2 0 0 1 0 0 0 2 1 7 0 2 0 0 0 13 0 0 0 0 4 0 6 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 1 1 0 3 0 0 0 0 3 0 4 0 0 1 0 0 5 6 2 7 0 3 0 0 0 22 2 0 0 0 1 0 5 1 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[2 1 0 0 0 0 0 0 0 6 0 0 0 0 4 0 5 0 0 0 0 0 4 4 0 4 0 2 0 0 0 17 0 0 0 0 4 0 2 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 0 0 0 0 1 1 0 5 0 0 0 0 3 0 4 0 0 2 0 0 6 0 1 1 0 2 0 0 0 8 0 0 0 0 12 0 4 1 1 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 ],
[2 5 0 0 0 0 0 2 0 6 0 0 0 0 0 0 5 0 0 0 0 0 2 1 0 15 0 0 0 0 0 7 0 0 0 0 9 0 11 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[2 3 0 0 0 0 0 2 0 2 0 0 0 0 0 0 4 0 0 0 0 0 6 1 0 13 0 1 0 0 0 8 0 0 0 0 9 0 12 1 2 0 1 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 0 0 0 0 0 0 0 6 0 0 0 0 3 0 4 0 0 2 0 0 3 3 0 8 0 1 0 0 0 22 2 0 0 0 0 0 5 1 2 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[2 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 5 1 1 8 0 3 0 0 0 17 0 0 0 0 4 0 4 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 6 0 0 0 0 0 1 5 0 3 0 5 0 0 0 19 1 0 0 0 13 0 5 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[2 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 0 0 2 0 0 1 5 2 12 0 4 0 0 0 20 0 0 0 0 13 0 9 1 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 ],
[1 3 0 0 0 0 1 1 0 2 0 0 0 0 3 0 3 0 0 1 0 0 1 5 0 5 0 0 0 0 0 16 2 0 0 0 0 0 2 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[1 3 0 0 0 0 1 0 0 6 0 0 0 0 2 0 1 0 0 1 0 0 3 6 0 15 0 2 0 0 0 4 0 0 0 0 14 0 6 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[2 4 0 0 0 0 1 1 0 6 0 0 0 0 4 0 1 0 0 0 0 0 1 4 1 11 0 4 0 0 0 17 2 0 0 0 10 0 14 0 1 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 ],
[1 6 0 0 0 0 1 2 0 2 0 0 0 0 0 0 4 0 0 1 0 0 5 5 0 11 0 1 0 0 0 8 2 0 0 0 2 0 6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 4 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 4 3 0 9 0 2 0 0 0 13 2 0 0 0 12 0 9 0 1 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[0 5 0 0 0 0 0 2 0 5 0 0 0 0 0 0 4 0 0 1 0 0 2 2 2 6 0 5 0 0 0 16 1 0 0 0 1 0 12 0 2 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 ],
[0 6 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 13 0 0 0 0 0 2 1 0 0 0 7 0 1 1 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 0 0 0 0 1 1 0 0 0 0 0 0 3 0 1 0 0 1 0 0 4 3 0 5 0 0 0 0 0 19 0 0 0 0 11 0 12 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
[0 3 0 0 0 0 1 2 0 3 0 0 0 0 1 0 1 0 0 0 0 0 6 0 1 4 0 3 0 0 0 11 2 0 0 0 3 0 1 0 1 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 ],
[0 2 0 0 0 0 0 2 0 3 0 0 0 0 3 0 5 0 0 0 0 0 0 3 1 2 0 5 0 0 0 19 0 0 0 0 7 0 10 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 ],
