T = 12;
S = 6;
C = 52;
t = [2 3 40 15 10 15 15 2 3 20 10 15 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,4> <4,5> <5,6> <5,7> <5,8> <6,9> <9,10> <10,11> <11,12> };
POR = {};
setup = [[0 1 16 0 0 9 9 0 1 13 3 8 0 0 0 0 0 0 0 ],
[0 0 16 3 4 7 8 0 1 9 0 0 0 0 0 0 0 0 0 ],
[0 0 0 9 0 3 8 0 1 6 6 1 0 0 0 0 0 0 0 ],
[0 0 26 0 5 7 8 0 0 2 2 5 0 0 0 0 0 0 0 ],
[0 1 14 8 0 2 10 0 0 3 6 2 0 0 0 0 0 0 0 ],
[0 0 2 0 4 0 4 0 1 5 3 10 0 0 0 0 0 0 0 ],
[0 1 0 2 6 1 0 0 1 14 6 2 0 0 0 0 0 0 0 ],
[0 0 12 6 6 8 2 0 0 10 0 1 0 0 0 0 0 0 0 ],
[0 0 21 0 1 1 4 0 0 13 1 3 0 0 0 0 0 0 0 ],
[0 1 3 4 2 2 10 0 1 0 1 7 0 0 0 0 0 0 0 ],
[0 1 3 5 4 3 2 0 0 10 0 10 0 0 0 0 0 0 0 ],
[0 1 2 0 2 9 4 0 1 11 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
