T = 133;
S = 6;
C = 306;
t = [14 19 9 5 2 4 14 1 16 17 1 6 1 11 9 19 19 1 12 1 18 11 19 12 15 20 6 7 15 6 8 8 19 4 10 11 18 11 13 9 1 13 15 20 2 2 6 5 19 3 17 17 5 1 14 12 18 2 1 19 19 20 7 7 8 8 8 12 19 7 8 16 9 5 2 2 7 5 19 7 6 1 2 11 18 13 11 1 10 9 14 16 20 15 9 18 6 6 9 2 2 11 5 16 10 6 7 8 19 9 17 15 11 19 15 5 20 20 13 20 19 6 8 7 9 3 16 3 16 13 20 2 17 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <6,43> <8,9> <12,13> <12,14> <12,15> <12,48> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <20,49> <25,55> <26,52> <27,53> <30,58> <32,6> <32,16> <32,40> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> <46,34> <47,8> <48,49> <48,50> <48,51> <49,52> <49,53> <50,15> <51,55> <51,56> <57,60> <59,28> <60,29> <10,61> <61,62> <61,63> <62,64> <63,71> <63,72> <65,95> <66,67> <66,77> <66,103> <68,69> <72,73> <72,74> <72,75> <72,108> <74,79> <74,82> <75,80> <75,81> <80,86> <80,87> <80,109> <85,115> <86,112> <87,113> <90,118> <90,121> <92,66> <92,76> <92,100> <93,83> <93,84> <94,68> <94,78> <95,96> <95,97> <95,98> <96,99> <96,100> <98,102> <98,103> <102,67> <104,107> <105,70> <105,123> <106,94> <107,68> <108,109> <108,110> <108,111> <109,112> <109,113> <110,75> <111,115> <111,116> <117,120> <118,124> <119,88> <120,89> <121,122> <121,123> <121,124> <122,125> <122,126> <124,128> <124,129> <130,133> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> <50,54> <50,58> <51,57> <52,54> <53,57> <53,59> <54,57> <55,58> <56,59> <63,91> <64,65> <64,91> <65,92> <67,94> <69,70> <71,65> <73,92> <76,93> <77,89> <78,90> <79,85> <81,85> <82,93> <83,94> <84,88> <85,88> <86,88> <87,89> <88,90> <89,90> <90,70> <97,101> <97,105> <98,104> <99,101> <100,104> <100,106> <101,104> <102,105> <103,106> <110,114> <110,118> <111,117> <112,114> <113,117> <113,119> <114,117> <115,118> <116,119> <123,127> <123,131> <124,130> <125,127> <126,130> <126,132> <127,130> <128,131> <129,132> };
setup = [[0 5 1 0 0 1 3 0 3 2 0 0 0 1 0 3 3 0 3 0 0 0 2 1 1 7 2 2 2 2 2 3 3 0 0 3 0 2 4 2 0 1 3 3 0 0 2 1 8 0 6 4 1 0 6 1 0 0 0 4 1 2 0 0 2 3 0 3 1 0 2 6 0 1 0 0 0 1 5 0 0 0 0 2 0 3 1 0 3 0 1 7 5 0 2 6 2 0 2 0 0 0 1 1 3 2 0 2 6 3 0 0 4 6 3 0 5 4 0 3 7 1 3 0 2 0 7 0 5 5 0 0 5 0 0 0 0 0 0 0 ],
[5 0 2 0 0 0 5 0 2 6 0 1 0 4 0 1 7 0 2 0 1 1 7 0 4 2 2 0 6 0 2 0 2 1 3 3 6 3 0 3 0 0 1 3 0 0 2 1 4 0 0 4 0 0 1 3 7 0 0 4 6 1 1 1 0 0 0 4 2 1 1 1 2 0 0 0 1 0 1 0 0 0 0 0 5 2 4 0 1 2 5 5 3 0 1 1 0 1 1 0 0 1 1 0 3 0 2 2 2 0 5 2 0 4 2 1 9 1 5 5 5 0 2 0 0 0 5 0 0 4 7 0 5 0 0 0 0 0 0 0 ],
[4 7 0 1 0 0 0 0 0 5 0 0 0 3 2 7 8 0 0 0 8 1 1 1 2 0 1 0 2 0 3 3 2 1 0 2 6 1 0 0 0 3 1 5 0 0 2 0 3 0 1 7 0 0 3 0 3 0 0 4 7 1 1 2 1 0 3 2 1 1 0 5 0 1 0 0 2 0 5 0 1 0 0 1 1 2 3 0 2 1 4 4 7 4 3 3 1 1 2 0 0 0 1 7 2 1 1 2 5 1 3 1 0 0 0 0 6 4 3 9 6 1 0 0 0 0 1 0 2 5 6 0 5 0 0 0 0 0 0 0 ],
[0 1 0 0 0 1 1 0 5 1 0 2 0 2 2 7 1 0 2 0 7 0 6 5 2 6 0 0 1 1 0 2 0 0 2 1 7 4 5 0 0 4 1 5 0 0 1 0 6 0 7 1 0 0 6 4 8 0 0 3 6 5 1 0 2 1 0 3 8 2 0 4 3 0 0 0 1 0 1 1 1 0 0 0 3 2 3 0 0 2 2 6 2 4 3 5 1 0 0 0 0 0 0 1 3 1 2 1 5 1 0 2 2 5 6 0 3 6 0 9 4 2 3 1 1 0 3 0 6 0 3 0 0 0 0 0 0 0 0 0 ],
[3 8 1 1 0 0 3 0 3 2 0 1 0 2 2 1 5 0 1 0 1 3 6 0 4 7 0 0 2 1 3 1 3 0 2 0 7 3 2 2 0 1 6 0 0 0 0 1 8 0 6 0 0 0 2 1 5 0 0 8 0 2 1 2 2 3 3 4 8 0 2 1 2 1 0 0 0 0 8 2 2 0 0 2 5 2 4 0 2 2 0 7 7 2 1 0 1 2 2 0 0 0 0 4 0 1 2 0 7 3 0 4 2 0 0 0 0 3 4 7 4 2 0 1 0 0 5 0 7 4 9 0 3 0 0 0 0 0 0 0 ],
[1 0 0 1 0 0 5 0 6 0 0 0 0 1 3 0 5 0 3 0 5 1 1 3 3 3 2 0 4 2 2 2 6 1 0 0 5 0 1 2 0 1 1 6 0 0 2 1 5 0 4 3 0 0 4 1 0 0 0 6 3 7 0 2 2 2 1 5 2 2 3 5 3 0 0 0 0 0 5 0 0 0 0 1 7 4 1 0 1 2 4 6 2 3 1 2 2 2 3 0 0 2 0 7 1 1 2 0 4 3 3 6 0 8 5 1 1 1 5 2 7 1 2 2 3 0 2 0 3 1 3 0 1 0 0 0 0 0 0 0 ],
[1 6 3 0 0 1 0 0 5 1 0 1 0 3 2 7 5 0 3 0 2 4 4 4 3 2 2 1 1 0 2 3 2 0 4 2 8 0 3 3 0 2 6 1 0 0 1 1 7 0 5 3 1 0 1 3 5 0 0 6 7 0 1 2 0 2 3 2 3 1 3 6 3 1 0 0 2 1 6 0 2 0 0 1 1 5 0 0 0 2 5 5 9 2 0 8 1 2 3 0 0 2 0 1 1 2 2 3 6 3 2 0 2 0 2 0 6 2 5 8 1 0 3 2 2 0 0 0 6 0 7 0 1 0 0 0 0 0 0 0 ],
[1 4 0 0 0 1 4 0 4 7 0 2 0 1 0 8 6 0 0 0 0 2 5 4 3 0 1 2 2 1 0 3 8 1 3 2 0 1 5 3 0 4 0 5 0 0 2 1 5 0 5 3 1 0 3 3 0 0 0 4 4 7 2 2 1 0 2 1 8 0 3 2 1 0 0 0 1 0 7 1 0 0 0 0 3 2 0 0 4 0 5 6 7 5 2 7 0 0 1 0 0 1 1 7 2 1 1 3 1 2 1 5 3 0 5 0 8 9 3 2 3 1 0 0 1 0 2 0 7 3 4 0 6 0 0 0 0 0 0 0 ],
[3 4 2 1 0 0 5 0 0 1 0 0 0 0 0 7 7 0 0 0 3 1 1 1 2 3 0 2 2 2 0 3 6 1 0 1 1 2 1 2 0 0 1 7 0 0 1 0 2 0 0 6 1 0 3 1 4 0 0 3 0 6 0 0 0 0 0 2 4 0 3 0 0 0 0 0 1 0 3 0 2 0 0 0 7 0 3 0 1 2 1 3 3 0 2 4 1 0 0 0 0 2 1 6 2 0 1 2 1 2 4 1 0 2 5 1 2 9 4 7 2 2 0 1 1 0 7 0 0 1 5 0 5 0 0 0 0 0 0 0 ],
[5 7 1 1 0 1 5 0 0 0 0 1 0 4 3 1 2 0 0 0 8 4 1 5 2 3 0 2 6 2 0 1 7 1 3 2 7 4 0 2 0 4 1 1 0 0 0 0 8 0 3 7 0 0 2 0 8 0 0 0 1 6 1 0 0 1 1 5 3 2 2 0 1 0 0 0 1 0 5 2 0 0 0 2 7 2 2 0 4 1 1 1 1 2 3 2 2 0 3 0 0 0 1 3 1 0 1 2 3 3 3 4 0 6 1 0 2 3 4 8 6 1 1 0 3 0 2 0 4 0 3 0 7 0 0 0 0 0 0 0 ],
[5 8 2 0 0 0 5 0 1 7 0 2 0 3 0 1 6 0 0 0 3 4 2 2 0 3 0 0 0 2 0 2 7 0 0 4 4 1 3 0 0 3 2 2 0 0 2 1 7 0 5 4 1 0 3 3 7 0 0 6 4 6 2 2 1 2 1 2 7 1 0 4 1 1 0 0 1 1 7 2 1 0 0 4 0 5 3 0 3 3 1 7 6 0 2 2 0 2 1 0 0 2 1 5 1 1 1 1 6 0 1 4 0 8 0 0 2 4 1 1 7 0 1 2 3 0 2 0 7 1 0 0 2 0 0 0 0 0 0 0 ],
[6 6 1 0 0 0 4 0 2 1 0 0 0 2 0 8 7 0 3 0 4 0 4 4 6 9 0 1 3 2 2 2 1 1 3 4 2 2 5 0 0 3 0 9 0 0 2 1 7 0 3 7 1 0 6 2 0 0 0 7 5 6 1 0 0 0 0 3 1 1 3 1 1 1 0 0 2 1 5 0 1 0 0 0 4 0 0 0 3 3 6 2 9 5 3 3 2 1 0 0 0 2 1 3 3 0 0 1 1 2 7 5 3 5 1 1 7 4 1 6 6 2 3 2 3 0 7 0 7 2 3 0 7 0 0 0 0 0 0 0 ],
[6 2 2 0 0 0 1 0 6 4 0 1 0 1 1 4 3 0 5 0 6 2 2 5 5 9 1 0 3 1 1 0 0 1 4 1 1 4 5 2 0 1 2 2 0 0 1 0 7 0 4 2 1 0 3 5 0 0 0 6 3 2 2 1 2 0 1 4 8 1 3 3 0 0 0 0 1 0 8 2 2 0 0 2 5 2 1 0 2 1 3 4 7 0 1 7 0 1 0 0 0 4 0 2 2 1 1 1 4 2 7 1 3 7 0 1 9 9 5 3 0 2 3 0 2 0 1 0 2 4 4 0 3 0 0 0 0 0 0 0 ],
[3 0 3 1 0 1 5 0 1 2 0 0 0 0 2 1 0 0 1 0 2 3 6 2 5 7 0 1 0 1 0 2 6 1 4 2 7 1 5 3 0 4 3 6 0 0 1 0 6 0 7 4 1 0 5 0 5 0 0 5 5 7 1 1 2 2 0 2 2 1 3 2 1 1 0 0 0 0 3 0 0 0 0 4 7 5 1 0 1 2 3 0 9 5 2 5 2 2 0 0 0 2 1 1 3 1 1 3 6 1 1 2 0 8 0 0 3 7 3 9 2 1 3 0 3 0 4 0 5 0 4 0 4 0 0 0 0 0 0 0 ],
[1 7 1 1 0 1 5 0 7 2 0 1 0 3 0 1 8 0 5 0 2 4 8 0 5 5 1 1 1 2 3 3 8 1 4 1 8 4 4 0 0 0 5 2 0 0 1 0 0 0 0 1 1 0 3 2 7 0 0 0 1 5 2 1 1 1 0 2 1 2 1 2 1 0 0 0 0 1 1 1 2 0 0 2 6 0 2 0 4 2 3 2 3 3 1 1 1 0 3 0 0 3 1 7 4 1 0 0 0 2 2 6 3 7 5 0 4 7 0 3 1 1 0 2 3 0 5 0 5 5 1 0 6 0 0 0 0 0 0 0 ],
[2 4 0 1 0 0 0 0 4 2 0 0 0 2 3 0 0 0 1 0 0 4 8 5 1 2 2 2 0 1 2 0 4 0 3 1 8 0 4 1 0 4 4 0 0 0 2 1 5 0 4 6 1 0 2 3 1 0 0 5 7 4 2 0 0 1 1 2 6 1 3 1 2 1 0 0 2 1 7 0 2 0 0 0 3 4 3 0 2 0 2 2 9 0 1 6 2 1 0 0 0 4 0 2 0 1 1 1 8 2 4 4 0 6 6 0 1 0 3 0 5 2 0 2 2 0 1 0 7 1 2 0 4 0 0 0 0 0 0 0 ],
[5 0 3 1 0 1 3 0 4 5 0 2 0 1 3 5 0 0 1 0 1 3 2 2 2 3 1 2 5 1 3 0 8 0 0 2 7 3 3 3 0 3 5 4 0 0 1 0 1 0 2 2 0 0 5 0 5 0 0 6 7 2 2 2 3 2 1 2 5 1 3 3 2 1 0 0 0 1 7 1 0 0 0 2 2 0 1 0 1 1 0 4 2 4 2 6 2 1 1 0 0 4 1 7 4 1 1 1 7 0 6 3 1 7 2 1 8 8 4 4 2 1 0 0 0 0 0 0 6 4 2 0 1 0 0 0 0 0 0 0 ],
[5 1 0 0 0 0 5 0 7 0 0 0 0 2 1 7 7 0 4 0 6 4 0 4 3 8 2 1 3 1 1 3 3 0 1 4 5 3 4 0 0 3 5 8 0 0 2 0 1 0 6 5 1 0 1 2 6 0 0 6 3 6 2 0 3 1 3 2 1 2 1 7 1 1 0 0 0 1 6 0 0 0 0 3 0 4 2 0 1 0 5 6 9 3 2 3 0 2 3 0 0 0 0 5 3 1 2 1 4 0 0 1 0 6 0 1 2 7 0 7 3 1 0 1 2 0 5 0 4 0 8 0 1 0 0 0 0 0 0 0 ],
[1 6 2 0 0 0 0 0 5 0 0 0 0 4 0 0 8 0 0 0 8 0 4 4 1 3 0 2 3 1 1 1 1 1 1 0 0 4 0 1 0 1 5 8 0 0 1 0 4 0 1 5 0 0 3 5 5 0 0 6 4 3 1 0 3 2 1 3 1 2 3 1 3 1 0 0 2 1 2 2 0 0 0 3 6 3 3 0 2 0 2 5 2 3 3 4 1 2 3 0 0 3 0 3 1 0 0 0 2 1 5 5 2 7 0 0 1 3 3 5 3 2 2 2 2 0 3 0 7 3 0 0 0 0 0 0 0 0 0 0 ],
[1 2 1 0 0 0 2 0 7 0 0 1 0 0 2 1 6 0 0 0 7 0 4 1 0 2 2 0 2 2 0 1 0 1 4 3 6 0 4 2 0 3 6 5 0 0 2 0 1 0 2 0 0 0 1 2 8 0 0 3 1 3 1 2 0 1 1 4 7 0 1 5 3 1 0 0 0 0 6 1 0 0 0 2 2 2 2 0 4 1 3 4 9 1 1 8 0 1 3 0 0 4 1 6 4 0 1 0 4 3 4 0 0 0 0 0 5 7 5 7 3 0 1 1 2 0 7 0 7 5 7 0 3 0 0 0 0 0 0 0 ],
[5 6 3 1 0 0 2 0 6 7 0 1 0 0 2 7 8 0 5 0 0 4 8 1 5 6 2 0 1 0 2 0 5 1 0 4 6 0 3 0 0 0 1 2 0 0 0 0 1 0 6 2 0 0 0 3 2 0 0 0 0 1 1 0 0 2 1 4 0 2 0 7 2 1 0 0 0 1 4 0 0 0 0 1 7 0 2 0 1 0 4 6 4 6 2 5 0 1 2 0 0 1 0 6 4 1 0 1 6 0 7 6 2 2 3 1 5 3 1 8 2 0 0 0 2 0 7 0 1 3 3 0 2 0 0 0 0 0 0 0 ],
[1 6 0 0 0 1 6 0 1 1 0 0 0 0 3 1 7 0 4 0 5 0 6 2 3 4 2 2 3 1 2 2 4 0 0 0 7 2 2 2 0 5 5 1 0 0 0 1 8 0 6 4 1 0 5 5 7 0 0 7 7 5 0 0 3 2 2 5 0 0 3 6 0 0 0 0 0 0 4 0 1 0 0 4 1 1 1 0 3 3 5 7 1 0 0 6 0 1 2 0 0 2 1 6 2 1 1 2 2 0 1 5 2 1 0 1 8 8 0 6 0 0 1 1 2 0 1 0 4 2 8 0 7 0 0 0 0 0 0 0 ],
[4 0 3 1 0 0 0 0 6 3 0 0 0 4 3 4 6 0 1 0 1 0 0 4 5 3 1 1 2 2 2 2 6 1 3 3 0 4 4 1 0 2 5 7 0 0 1 0 8 0 0 3 0 0 0 3 8 0 0 0 0 7 2 1 0 2 2 5 4 2 1 7 3 1 0 0 1 1 2 2 1 0 0 2 3 2 0 0 0 0 5 0 4 4 1 6 1 2 2 0 0 1 0 6 0 0 0 2 3 0 4 1 1 8 4 0 0 8 1 3 2 2 0 1 3 0 0 0 2 3 2 0 4 0 0 0 0 0 0 0 ],
