T = 120;
S = 12;
C = 133;
t = [5 11 18 4 12 7 8 18 1 15 7 1 16 6 6 7 18 8 15 3 16 11 8 6 5 1 10 17 11 4 4 20 20 19 7 16 4 18 17 9 9 15 15 19 7 5 2 19 20 7 7 8 8 8 12 19 7 8 16 9 5 2 2 7 5 19 7 6 1 2 11 18 13 11 1 10 9 14 16 20 15 9 18 6 6 9 2 2 11 5 16 10 6 7 8 19 9 17 15 11 19 15 5 20 20 13 20 19 6 8 7 9 3 16 3 16 13 20 2 17 0 0 0 0 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <8,9> <12,13> <12,14> <12,15> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <32,6> <32,16> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> <10,48> <48,49> <48,50> <49,51> <50,58> <50,59> <52,82> <53,54> <53,64> <53,90> <55,56> <59,60> <59,61> <59,62> <59,95> <61,66> <61,69> <62,67> <62,68> <67,73> <67,74> <67,96> <72,102> <73,99> <74,100> <77,105> <77,108> <79,53> <79,63> <79,87> <80,70> <80,71> <81,55> <81,65> <82,83> <82,84> <82,85> <83,86> <83,87> <85,89> <85,90> <89,54> <91,94> <92,57> <92,110> <93,81> <94,55> <95,96> <95,97> <95,98> <96,99> <96,100> <97,62> <98,102> <98,103> <104,107> <105,111> <106,75> <107,76> <108,109> <108,110> <108,111> <109,112> <109,113> <111,115> <111,116> <117,120> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> <50,78> <51,52> <51,78> <52,79> <54,81> <56,57> <58,52> <60,79> <63,80> <64,76> <65,77> <66,72> <68,72> <69,80> <70,81> <71,75> <72,75> <73,75> <74,76> <75,77> <76,77> <77,57> <84,88> <84,92> <85,91> <86,88> <87,91> <87,93> <88,91> <89,92> <90,93> <97,101> <97,105> <98,104> <99,101> <100,104> <100,106> <101,104> <102,105> <103,106> <110,114> <110,118> <111,117> <112,114> <113,117> <113,119> <114,117> <115,118> <116,119> };
setup = [[0 0 0 0 1 2 1 2 0 5 0 0 5 0 0 1 6 2 5 0 6 0 0 2 1 0 4 2 4 1 0 2 6 8 1 1 0 3 0 0 1 5 6 5 2 1 0 0 0 1 0 2 2 0 5 5 2 3 4 0 1 0 0 1 1 4 2 0 0 0 3 0 5 2 0 4 2 4 1 5 3 0 4 0 1 2 0 0 3 0 5 3 2 0 0 0 0 2 0 4 7 1 1 5 2 2 9 6 0 1 2 3 0 1 0 1 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 0 8 1 5 2 1 0 0 4 2 0 4 2 0 1 5 2 3 0 2 4 0 0 0 0 3 1 4 0 0 9 3 3 1 1 1 8 7 0 1 1 3 2 1 0 0 8 6 0 2 0 2 1 2 2 2 1 4 1 1 0 0 1 1 2 0 0 0 0 0 2 5 4 0 1 1 4 7 4 0 2 6 1 1 1 0 0 1 1 4 1 2 2 2 4 3 3 2 0 4 1 1 8 0 5 3 8 1 2 0 3 0 6 0 6 1 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 4 0 1 1 2 0 7 0 0 2 0 0 0 0 0 2 0 2 0 6 1 3 0 1 0 4 5 2 1 1 5 9 7 2 1 1 3 7 3 0 4 1 7 1 0 0 2 5 0 2 2 0 3 1 8 0 0 1 2 0 0 0 1 0 6 2 0 0 0 2 5 0 2 0 4 3 0 5 8 1 1 4 2 1 1 0 0 4 0 3 2 1 2 3 7 2 2 1 0 7 1 0 0 8 1 2 1 0 1 0 3 0 3 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 4 0 4 0 1 1 0 0 2 0 7 0 0 0 0 1 2 0 1 0 2 2 1 0 1 1 0 0 0 0 8 8 1 6 1 5 5 0 2 3 0 5 1 0 0 2 2 2 1 1 2 0 0 4 0 3 2 1 0 0 0 0 0 1 2 1 0 0 2 2 4 0 0 4 3 3 4 3 2 3 5 2 1 2 0 0 1 1 0 4 1 1 2 4 0 3 4 3 5 3 1 1 4 0 6 7 2 3 2 2 0 0 0 3 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 3 6 1 0 2 3 0 0 6 2 0 4 0 2 0 6 1 2 0 3 3 1 0 1 0 2 7 2 0 0 9 1 5 0 1 1 3 7 1 2 4 4 2 2 1 0 2 6 2 1 1 2 3 3 4 2 2 2 2 1 0 0 1 1 6 1 1 0 0 4 6 2 3 0 4 0 6 1 1 2 3 6 0 1 2 0 0 4 0 2 1 1 1 2 8 1 2 1 0 0 1 0 4 1 2 1 7 0 2 1 2 0 5 0 7 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 3 1 0 0 3 0 0 5 0 0 5 1 1 0 8 1 1 0 7 2 1 0 0 0 4 1 4 1 1 5 1 6 2 3 0 6 1 2 2 2 2 0 2 0 0 2 7 2 0 0 3 0 5 3 2 2 6 3 0 0 0 1 0 4 1 0 0 0 4 2 1 2 0 1 1 4 5 7 6 1 2 0 0 3 0 0 4 0 0 0 2 2 0 6 3 4 3 4 3 1 0 5 6 1 9 3 1 2 1 3 0 5 0 6 5 7 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 4 1 0 0 2 0 3 0 2 0 0 5 2 1 0 0 1 3 0 3 3 3 0 1 0 3 2 1 1 1 4 8 1 0 4 0 5 1 0 3 2 2 5 1 1 0 4 9 1 0 3 1 2 2 1 0 2 6 3 1 0 0 1 0 5 0 0 0 0 3 8 4 2 0 1 0 1 1 3 5 2 2 2 1 1 0 0 1 1 6 0 2 2 3 7 0 5 5 2 4 4 1 3 9 1 6 5 1 1 2 2 0 5 0 3 4 7 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 3 5 0 3 1 3 0 0 2 0 0 5 1 0 1 4 1 6 0 6 0 1 1 1 0 3 0 1 0 0 5 2 5 1 5 1 2 6 3 3 4 6 0 2 0 0 4 7 1 2 3 1 2 1 7 2 2 7 3 0 0 0 1 1 2 0 0 0 0 4 4 1 2 0 3 2 5 1 1 4 1 2 0 0 3 0 0 3 1 6 3 1 1 2 1 2 0 4 3 3 6 0 1 0 3 3 8 0 1 0 3 0 3 0 4 1 7 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 3 6 0 2 2 2 5 0 5 0 0 2 1 1 2 7 1 2 0 0 4 2 1 1 0 4 2 3 0 1 7 6 2 0 3 0 6 4 0 0 5 3 4 2 1 0 5 4 1 0 2 0 1 1 4 0 0 0 0 1 0 0 2 0 4 0 1 0 0 0 0 4 4 0 1 2 5 2 4 1 1 2 2 0 0 0 0 1 0 6 3 1 2 1 1 2 5 1 3 3 5 0 4 1 3 1 2 2 3 2 3 0 5 0 6 4 5 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 2 0 2 1 1 4 0 0 0 0 1 1 0 2 4 2 1 0 4 1 2 1 1 0 3 7 0 0 1 9 4 5 1 5 0 1 2 2 3 5 3 8 2 0 0 7 0 0 1 1 1 2 1 5 0 0 7 3 1 0 0 2 1 5 0 2 0 0 4 2 1 3 0 4 1 2 5 5 6 2 8 0 0 0 0 0 1 0 6 3 2 2 2 2 2 2 4 1 4 2 1 3 3 5 1 3 0 0 1 3 0 5 0 1 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 0 7 1 4 0 2 5 0 2 0 0 4 0 2 2 8 1 6 0 6 1 2 0 1 0 2 4 2 1 0 8 3 4 1 5 0 4 3 2 3 1 4 8 0 1 0 0 3 0 2 1 1 0 2 3 0 3 6 2 0 0 0 2 0 4 0 0 0 0 3 2 5 2 0 4 3 0 6 5 1 3 8 1 0 3 0 0 3 1 3 3 2 0 3 4 2 0 0 1 1 4 1 5 1 2 2 5 1 1 0 0 0 1 0 4 5 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
