T = 25;
S = 3;
C = 72;
t = [3 2 3 10 10 15 15 15 15 2 2 2 2 2 2 2 2 3 18 5 1 5 15 2 2 0 0 0 0 ];
P = {<1,3> <2,3> <2,6> <2,7> <2,8> <3,9> <4,10> <5,10> <6,13> <6,14> <6,15> <6,16> <7,13> <7,14> <7,15> <7,16> <8,13> <8,14> <8,15> <8,16> <9,13> <9,14> <9,15> <9,16> <10,11> <11,12> <13,17> <13,19> <14,17> <14,19> <15,18> <16,19> <16,23> <17,20> <17,21> <18,19> <19,24> <21,22> <21,25> <22,23> <23,24> };
POR = {};
setup = [[0 0 0 1 1 1 1 2 2 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 1 1 1 2 1 1 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 1 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 1 0 1 2 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 1 0 2 1 2 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 2 1 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 0 1 1 2 2 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 0 1 2 1 2 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 1 1 1 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 ],
[0 0 0 1 1 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
