T = 73;
S = 5;
C = 195;
t = [19 20 7 7 8 8 8 12 19 7 8 16 9 5 2 2 7 5 19 7 6 1 2 11 18 13 11 1 10 9 14 16 20 15 9 18 6 6 9 2 2 11 5 16 10 6 7 8 19 9 17 15 11 19 15 5 20 20 13 20 19 6 8 7 9 3 16 3 16 13 20 2 17 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <6,43> <8,9> <12,13> <12,14> <12,15> <12,48> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <20,49> <25,55> <26,52> <27,53> <30,58> <30,61> <32,6> <32,16> <32,40> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> <45,63> <46,34> <47,8> <48,49> <48,50> <48,51> <49,52> <49,53> <50,15> <51,55> <51,56> <57,60> <58,64> <59,28> <60,29> <61,62> <61,63> <61,64> <62,65> <62,66> <64,68> <64,69> <70,73> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> <50,54> <50,58> <51,57> <52,54> <53,57> <53,59> <54,57> <55,58> <56,59> <63,67> <63,71> <64,70> <65,67> <66,70> <66,72> <67,70> <68,71> <69,72> };
setup = [[0 3 0 0 1 1 0 1 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 3 2 0 0 1 0 2 1 0 2 1 1 0 0 1 0 0 1 0 0 1 0 0 1 2 1 1 0 0 3 2 0 2 3 2 1 1 0 0 0 0 0 3 0 0 0 1 0 1 0 0 0 0 0 0 ],
[1 0 0 0 1 1 1 1 2 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 3 1 0 0 1 1 0 1 1 1 1 2 0 0 1 0 0 1 0 1 0 0 0 1 3 0 2 0 1 1 0 0 1 0 2 4 3 0 0 0 0 0 1 0 2 2 2 0 3 0 0 0 0 0 0 ],
[2 4 0 0 1 1 0 1 3 0 1 3 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 3 1 0 0 1 3 0 3 1 0 2 1 0 1 0 0 2 1 0 0 0 1 0 0 0 1 2 4 0 0 0 0 0 0 0 0 ],
[1 1 0 0 0 0 0 2 1 0 0 2 1 0 0 0 0 0 3 0 0 0 0 0 2 2 1 0 1 0 1 3 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 3 1 2 0 0 0 1 0 4 0 2 0 2 0 1 0 0 0 3 0 0 2 2 0 2 0 0 0 0 0 0 ],
[3 1 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 1 0 2 2 3 1 1 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 2 1 3 2 0 2 4 1 0 3 0 1 0 1 0 3 0 1 1 1 0 3 0 0 0 0 0 0 ],
[1 4 0 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 3 0 0 0 0 0 0 0 3 1 0 0 0 0 0 1 2 0 3 0 0 2 0 0 1 2 0 1 0 1 0 3 0 3 2 2 0 1 0 0 0 0 0 0 ],
[2 2 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 3 0 0 0 0 1 2 2 3 1 1 3 0 0 1 0 0 0 0 2 0 0 0 0 0 1 3 2 1 3 1 0 0 1 1 3 3 0 1 0 0 0 1 0 1 2 3 0 3 0 0 0 0 0 0 ],
[1 0 0 0 0 1 0 0 2 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 0 0 1 2 2 3 2 1 1 0 0 0 0 0 0 0 3 1 0 0 1 1 1 1 2 1 1 0 0 2 0 0 1 3 0 0 0 1 0 1 0 1 0 2 0 3 0 0 0 0 0 0 ],
[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 0 0 0 0 1 0 2 0 0 0 0 2 1 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 1 2 0 3 0 1 1 2 0 3 4 2 0 1 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 ],
[0 3 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 1 0 3 2 0 3 1 0 4 2 0 0 0 1 0 1 0 3 2 0 0 1 0 0 0 0 0 0 ],
[3 3 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 0 0 0 1 2 0 0 2 0 0 1 0 0 1 0 1 0 0 0 1 2 1 1 2 0 0 2 0 0 0 0 1 2 0 0 0 1 0 1 0 1 1 3 0 2 0 0 0 0 0 0 ],
