T = 47;
S = 5;
C = 241;
t = [14 28 3 2 3 4 8 12 4 28 3 4 6 1 20 5 28 4 3 12 3 3 28 28 12 76 6 28 3 6 3 98 14 2 6 7 60 6 60 8 12 3 12 3 28 2 3 0 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 27 1 1 0 3 1 7 1 7 2 1 0 0 13 2 18 2 0 7 2 1 11 0 10 50 5 12 0 5 2 14 6 0 3 4 39 3 48 5 8 0 5 0 20 1 0 0 0 0 0 0 0 ],
[12 0 1 0 1 3 6 11 2 5 1 3 2 0 4 3 20 1 0 5 0 0 26 27 9 50 0 17 0 1 0 4 4 1 4 0 4 3 53 6 3 0 4 2 8 0 2 0 0 0 0 0 0 ],
[6 3 0 1 0 0 7 10 3 12 2 2 3 0 18 4 23 0 2 7 1 0 23 20 8 38 3 5 0 1 1 70 1 1 3 0 54 1 5 2 9 2 3 0 7 0 1 0 0 0 0 0 0 ],
[7 12 2 0 0 2 6 3 3 14 1 1 4 0 14 1 22 2 1 5 2 2 17 19 5 6 3 19 0 1 0 81 0 0 0 1 15 3 31 6 8 2 9 0 0 1 0 0 0 0 0 0 0 ],
[4 2 2 0 0 1 3 6 0 18 2 0 3 0 3 2 11 1 2 7 0 0 13 14 3 42 4 15 1 2 0 90 4 1 5 4 35 5 12 6 1 2 6 1 17 0 0 0 0 0 0 0 0 ],
[2 25 1 1 1 0 2 5 0 3 1 1 0 0 16 4 8 2 0 9 0 2 6 14 10 34 1 13 1 1 1 45 13 1 0 1 59 0 15 1 3 0 7 1 0 0 1 0 0 0 0 0 0 ],
[2 2 1 0 2 3 0 11 0 17 1 3 4 0 4 0 12 2 1 11 0 0 4 9 1 60 1 4 0 4 0 48 1 0 4 3 48 3 34 6 11 2 7 2 2 0 0 0 0 0 0 0 0 ],
[6 27 1 0 1 3 7 0 1 20 1 1 1 0 0 1 16 2 2 8 2 0 13 6 10 21 2 1 0 0 2 46 9 1 2 3 46 2 8 3 5 2 1 1 4 1 0 0 0 0 0 0 0 ],
[5 14 0 0 1 3 6 10 0 2 1 2 2 0 2 2 9 0 2 11 0 0 15 18 1 68 0 4 1 5 2 34 5 0 1 1 26 1 10 5 4 2 4 1 5 1 0 0 0 0 0 0 0 ],
[7 27 1 0 0 0 2 1 2 0 0 2 4 0 10 2 0 0 1 5 2 0 25 16 10 19 1 25 1 5 0 86 5 0 1 2 30 4 25 7 8 0 8 2 23 0 1 0 0 0 0 0 0 ],
[7 25 1 0 1 1 3 7 2 20 0 1 0 0 12 3 23 0 0 11 0 1 16 24 8 23 5 24 2 3 1 12 10 1 1 5 25 3 38 3 4 1 6 2 0 0 0 0 0 0 0 0 0 ],
