T = 25;
S = 5;
C = 45;
t = [3 2 3 10 10 15 15 15 15 2 2 2 2 2 2 2 2 3 18 5 1 5 15 2 2 0 0 0 0 0 0 ];
P = {<1,3> <2,3> <2,6> <2,7> <2,8> <3,9> <4,10> <5,10> <6,13> <6,14> <6,15> <6,16> <7,13> <7,14> <7,15> <7,16> <8,13> <8,14> <8,15> <8,16> <9,13> <9,14> <9,15> <9,16> <10,11> <11,12> <13,17> <13,19> <14,17> <14,19> <15,18> <16,19> <16,23> <17,20> <17,21> <18,19> <19,24> <21,22> <21,25> <22,23> <23,24> };
POR = {};
setup = [[0 0 1 6 1 5 5 0 5 0 0 0 0 0 0 0 0 0 3 2 0 0 5 0 0 0 0 0 0 0 0 ],
[1 0 1 2 3 0 10 0 5 0 0 0 0 0 0 0 0 0 10 2 0 0 2 0 0 0 0 0 0 0 0 ],
[0 0 0 0 4 4 3 3 1 0 0 0 0 0 0 0 0 1 7 0 0 2 5 0 0 0 0 0 0 0 0 ],
[1 0 1 0 5 10 1 10 3 0 0 0 0 0 0 0 0 0 2 2 0 2 5 0 0 0 0 0 0 0 0 ],
[1 0 0 2 0 8 1 6 4 0 0 0 0 0 0 0 0 0 9 0 0 2 1 0 0 0 0 0 0 0 0 ],
[0 0 1 5 5 0 7 10 0 0 0 0 0 0 0 0 0 0 5 2 0 1 4 0 0 0 0 0 0 0 0 ],
[1 0 1 0 4 6 0 2 3 0 0 0 0 0 0 0 0 0 11 2 0 1 10 0 0 0 0 0 0 0 0 ],
[1 0 1 0 0 6 3 0 10 0 0 0 0 0 0 0 0 1 10 0 0 0 2 0 0 0 0 0 0 0 0 ],
[1 0 0 4 0 8 6 6 0 0 0 0 0 0 0 0 0 1 4 1 0 0 5 0 0 0 0 0 0 0 0 ],
[0 0 0 0 4 7 1 3 0 0 0 0 0 0 0 0 0 0 8 1 0 0 4 0 0 0 0 0 0 0 0 ],
[1 0 1 4 1 10 4 9 1 0 0 0 0 0 0 0 0 1 4 0 0 1 2 0 0 0 0 0 0 0 0 ],
[0 0 0 1 5 0 8 3 2 0 0 0 0 0 0 0 0 0 10 0 0 0 1 0 0 0 0 0 0 0 0 ],
[0 0 1 1 0 0 6 8 6 0 0 0 0 0 0 0 0 0 5 1 0 1 3 0 0 0 0 0 0 0 0 ],
[1 0 1 4 6 4 9 9 4 0 0 0 0 0 0 0 0 0 10 2 0 1 1 0 0 0 0 0 0 0 0 ],
[0 0 1 5 1 2 5 0 2 0 0 0 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 0 0 ],
[1 0 1 5 2 2 1 1 3 0 0 0 0 0 0 0 0 0 11 1 0 2 6 0 0 0 0 0 0 0 0 ],
[0 0 0 2 1 10 3 7 1 0 0 0 0 0 0 0 0 0 5 1 0 0 5 0 0 0 0 0 0 0 0 ],
[0 0 0 1 5 4 6 3 9 0 0 0 0 0 0 0 0 0 3 1 0 2 5 0 0 0 0 0 0 0 0 ],
[1 0 0 0 4 4 1 10 9 0 0 0 0 0 0 0 0 0 0 1 0 1 7 0 0 0 0 0 0 0 0 ],
[0 0 0 3 0 4 5 9 8 0 0 0 0 0 0 0 0 0 2 0 0 1 6 0 0 0 0 0 0 0 0 ],
[0 0 1 4 1 4 6 10 7 0 0 0 0 0 0 0 0 0 3 1 0 2 9 0 0 0 0 0 0 0 0 ],
[0 0 1 0 5 0 6 2 7 0 0 0 0 0 0 0 0 1 2 1 0 0 8 0 0 0 0 0 0 0 0 ],
[1 0 0 4 4 2 2 5 10 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 ],
[0 0 1 4 1 8 8 4 10 0 0 0 0 0 0 0 0 0 8 0 0 2 5 0 0 0 0 0 0 0 0 ],
[1 0 1 5 5 2 7 0 9 0 0 0 0 0 0 0 0 1 9 2 0 1 6 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
