T = 60;
S = 13;
C = 71;
t = [14 19 9 5 2 4 14 1 16 17 1 6 1 11 9 19 19 1 12 1 18 11 19 12 15 20 6 7 15 6 8 8 19 4 10 11 18 11 13 9 1 13 15 20 2 2 6 5 19 3 17 17 5 1 14 12 18 2 1 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <6,43> <8,9> <12,13> <12,14> <12,15> <12,48> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <20,49> <25,55> <26,52> <27,53> <30,58> <32,6> <32,16> <32,40> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> <46,34> <47,8> <48,49> <48,50> <48,51> <49,52> <49,53> <50,15> <51,55> <51,56> <57,60> <59,28> <60,29> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> <50,54> <50,58> <51,57> <52,54> <53,57> <53,59> <54,57> <55,58> <56,59> };
setup = [[0 17 0 1 0 2 1 0 7 7 0 5 0 8 3 6 0 0 3 0 14 7 11 4 12 7 0 4 12 0 1 7 17 3 1 7 0 4 3 0 0 8 5 5 1 0 5 3 9 0 6 12 0 0 12 11 14 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[9 0 3 4 0 2 12 0 8 15 0 2 0 2 7 17 11 0 10 0 7 6 15 2 2 3 4 0 5 1 0 2 3 0 8 7 7 8 12 4 0 4 8 7 0 1 4 2 17 2 7 13 2 0 4 9 15 1 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 6 0 1 0 3 5 0 10 6 0 3 0 3 7 5 0 0 7 0 9 5 18 10 5 17 0 2 12 4 3 0 4 0 7 2 6 10 11 1 0 11 6 6 1 0 5 3 5 1 10 8 1 0 3 2 1 1 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 5 0 0 1 1 11 0 7 9 0 4 0 7 1 11 14 0 1 0 7 7 17 0 9 16 1 0 2 4 3 1 0 2 1 6 17 0 1 1 0 12 8 19 1 1 2 1 13 2 10 16 0 0 0 3 6 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 18 6 3 0 2 5 0 6 2 0 4 0 9 1 1 16 0 8 0 1 9 13 6 13 3 0 1 4 2 0 5 4 3 9 8 15 0 4 5 0 11 3 10 1 1 2 4 18 0 11 4 4 0 1 4 16 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 8 2 4 1 0 10 0 2 3 0 0 0 8 3 0 16 0 4 0 0 0 0 9 4 13 4 1 0 0 2 0 4 2 6 7 11 3 3 8 0 5 6 16 0 1 2 2 16 0 15 4 3 0 0 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 6 8 4 1 1 0 0 0 2 0 1 0 1 7 2 14 0 1 0 6 7 0 4 8 12 0 6 14 1 5 0 5 3 0 1 6 6 11 5 0 11 5 15 1 1 1 0 8 1 16 13 4 0 9 9 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[13 1 3 1 1 1 2 0 12 7 0 4 0 10 0 5 13 0 0 0 10 0 18 2 1 12 3 4 11 2 3 4 11 2 9 10 1 4 2 7 0 8 5 4 1 1 1 4 2 0 2 11 4 0 8 5 12 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 5 5 2 1 3 1 0 0 6 0 3 0 6 1 4 2 0 7 0 17 5 2 5 6 12 5 2 4 5 2 2 15 3 5 8 2 1 12 2 0 12 9 10 0 0 0 1 16 2 15 2 4 0 9 2 13 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[6 9 8 4 1 1 3 0 8 0 0 1 0 10 5 15 9 0 2 0 17 3 8 0 0 6 5 4 5 2 4 2 7 1 4 1 13 5 10 4 0 11 8 10 0 0 2 1 17 0 13 6 0 0 8 6 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[10 3 2 3 0 0 1 0 14 16 0 0 0 9 8 9 14 0 3 0 12 5 12 0 11 19 4 4 3 4 5 3 11 0 7 4 8 6 9 4 0 2 5 1 1 1 5 1 15 1 5 1 2 0 9 3 10 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[12 12 2 1 1 2 6 0 15 12 0 0 0 4 7 11 16 0 6 0 16 0 15 6 14 14 5 0 11 5 7 0 6 3 3 6 15 8 7 4 0 4 3 9 0 0 1 0 3 0 6 11 4 0 9 2 6 1 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[1 6 4 3 0 0 11 0 13 2 0 5 0 7 4 4 6 0 1 0 3 10 4 2 8 3 0 1 4 3 7 4 3 1 6 10 6 8 4 8 0 4 10 6 0 0 4 0 2 0 12 1 2 0 1 4 2 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[7 16 7 3 1 3 3 0 13 4 0 1 0 0 3 4 4 0 5 0 15 8 12 3 13 17 1 4 12 5 4 3 11 2 3 5 16 2 0 4 0 9 6 5 0 0 5 2 10 1 12 16 2 0 12 9 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[13 12 3 0 1 0 1 0 15 9 0 5 0 10 0 10 1 0 9 0 8 5 4 8 9 1 3 3 14 5 4 4 0 0 2 1 11 8 0 7 0 12 11 13 1 0 5 3 1 0 13 4 1 0 7 1 16 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[2 4 0 3 1 0 5 0 4 12 0 5 0 1 1 0 8 0 6 0 3 10 9 1 10 14 3 0 3 0 4 7 18 3 4 2 11 9 2 1 0 1 3 9 0 1 5 2 4 1 16 7 1 0 12 7 12 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[13 1 7 3 1 3 11 0 13 8 0 1 0 1 1 4 0 0 4 0 5 0 1 1 13 3 2 1 12 4 1 2 3 1 8 7 6 3 8 8 0 3 2 11 0 0 4 0 5 0 7 3 3 0 3 10 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[4 6 6 4 0 2 12 0 15 16 0 4 0 2 0 2 6 0 6 0 16 3 5 6 7 16 4 4 9 5 6 0 3 2 9 6 5 3 9 3 0 11 11 17 1 0 4 2 8 1 2 15 2 0 10 1 7 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[12 4 2 3 0 1 2 0 3 5 0 1 0 7 0 2 9 0 0 0 6 8 13 8 2 1 5 2 4 5 4 0 10 0 5 10 7 10 7 8 0 5 2 6 0 1 1 2 1 1 9 10 0 0 0 2 4 1 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 5 4 4 1 1 5 0 5 8 0 0 0 9 4 18 18 0 3 0 11 6 7 9 9 6 3 2 14 3 2 3 18 3 5 9 0 1 4 2 0 3 4 4 1 1 3 4 9 1 5 0 0 0 11 6 10 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[12 5 3 4 0 0 6 0 2 13 0 3 0 5 3 10 13 0 10 0 0 2 9 4 9 6 3 3 7 2 0 0 4 1 3 4 14 5 6 2 0 2 3 4 1 0 3 0 15 0 5 1 0 0 8 11 13 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 5 8 0 1 1 1 0 6 13 0 0 0 6 1 12 9 0 8 0 16 0 12 0 6 15 5 1 1 5 3 2 15 3 9 3 5 7 1 0 0 12 0 18 1 1 1 1 7 1 15 16 0 0 8 6 10 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[3 9 4 4 0 2 9 0 0 15 0 2 0 10 0 1 0 0 2 0 15 4 0 10 3 8 2 3 2 2 0 7 4 1 0 0 10 6 5 8 0 7 4 15 0 1 5 2 0 1 13 14 4 0 8 7 3 1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
