T = 47;
S = 11;
C = 53;
t = [5 11 18 4 12 7 8 18 1 15 7 1 16 6 6 7 18 8 15 3 16 11 8 6 5 1 10 17 11 4 4 20 20 19 7 16 4 18 17 9 9 15 15 19 7 5 2 0 0 0 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <8,9> <12,13> <12,14> <12,15> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <32,6> <32,16> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> };
setup = [[0 1 1 0 1 0 1 3 0 2 0 0 2 0 0 0 3 0 2 0 0 0 1 0 0 0 1 3 1 0 0 1 3 0 0 2 0 2 2 1 0 2 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 0 0 0 0 1 0 2 0 0 3 0 0 0 3 1 1 0 1 0 1 0 0 0 1 1 1 0 0 1 2 3 0 1 0 0 2 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 0 0 2 0 1 2 0 2 0 0 2 0 0 0 3 0 0 0 0 0 1 0 0 0 1 2 1 0 0 1 2 1 0 0 0 2 2 1 1 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 0 2 0 0 3 0 0 0 0 2 0 0 0 0 1 0 0 3 0 0 0 0 0 0 3 1 0 0 3 4 0 0 3 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 0 0 0 1 3 0 0 0 0 2 0 0 0 2 1 1 0 1 1 1 0 0 0 1 1 1 0 0 4 1 0 0 0 0 0 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 0 0 0 1 3 0 1 0 0 0 0 0 0 3 0 1 0 0 1 0 0 0 0 1 1 0 0 0 3 2 0 0 1 0 2 1 1 1 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 1 0 1 0 0 3 0 0 0 0 2 0 0 0 1 1 0 0 0 1 0 0 0 0 0 2 1 0 0 1 2 3 0 2 0 3 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 1 0 1 0 1 0 0 1 0 0 2 0 0 0 3 0 1 0 3 1 0 0 0 0 1 0 0 0 0 1 3 1 0 3 0 3 0 1 0 2 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 0 0 1 0 0 2 0 1 0 0 1 0 0 0 3 0 0 0 2 1 0 0 0 0 1 3 0 0 0 3 0 0 0 0 0 1 2 0 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 2 1 0 0 3 2 0 0 0 0 2 2 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
[0 0 3 0 0 0 1 0 0 2 0 0 0 0 0 0 3 1 2 0 3 0 1 0 0 0 1 1 0 0 0 0 2 2 0 2 0 2 2 1 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ],
