T = 47;
S = 8;
C = 195;
t = [18 36 9 6 9 8 12 20 6 36 9 8 10 3 28 9 36 8 9 20 9 9 36 36 20 100 10 36 11 10 9 110 22 6 10 12 84 10 84 12 20 9 20 9 36 6 9 0 0 0 0 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 17 3 2 4 2 3 2 0 20 4 5 1 1 4 1 10 2 5 3 2 1 16 24 6 71 0 17 7 0 5 3 5 2 0 8 48 5 50 8 10 4 14 2 20 1 3 0 0 0 0 0 0 0 0 0 ],
[1 0 0 0 3 3 3 9 2 1 5 4 0 1 8 0 15 5 4 12 2 1 20 13 5 66 6 3 7 4 0 58 7 0 2 7 60 4 30 0 9 5 1 5 14 1 3 0 0 0 0 0 0 0 0 0 ],
[6 22 0 0 5 0 8 1 3 9 5 5 5 0 9 1 11 4 2 14 1 0 24 1 6 65 0 22 1 2 3 57 10 0 4 8 37 4 45 2 5 4 2 5 6 0 2 0 0 0 0 0 0 0 0 0 ],
[7 21 3 0 2 4 4 6 3 16 2 3 1 0 11 3 26 5 2 14 3 4 2 26 5 41 6 13 7 4 1 29 6 2 6 5 47 0 54 5 14 1 5 0 8 2 5 0 0 0 0 0 0 0 0 0 ],
[11 11 2 0 0 2 2 4 2 0 5 3 6 0 10 2 21 1 3 1 1 5 6 25 6 57 3 21 4 6 0 5 3 0 6 8 45 3 34 8 1 2 10 4 0 1 5 0 0 0 0 0 0 0 0 0 ],
[5 24 0 2 0 0 7 11 0 1 0 1 5 0 6 5 2 3 2 14 5 0 3 17 3 1 4 22 4 0 3 36 6 3 5 2 1 0 27 6 6 2 12 1 0 2 1 0 0 0 0 0 0 0 0 0 ],
[2 6 4 0 4 4 0 5 2 25 0 0 2 1 10 5 5 3 3 1 0 3 22 12 2 44 0 17 1 2 2 60 6 2 5 5 46 4 21 7 9 0 11 4 8 2 2 0 0 0 0 0 0 0 0 0 ],
[5 25 2 2 4 1 7 0 0 20 3 3 5 0 3 3 25 4 5 10 2 2 6 10 1 62 4 4 3 5 0 15 14 0 5 6 49 6 3 5 4 2 8 4 12 2 2 0 0 0 0 0 0 0 0 0 ],
[9 4 4 3 2 5 6 3 0 11 2 2 0 0 7 4 23 4 2 8 3 3 5 25 5 50 0 17 5 5 4 70 3 1 3 4 22 2 16 1 14 3 8 2 26 1 3 0 0 0 0 0 0 0 0 0 ],
[8 7 2 3 0 4 8 12 0 0 0 5 1 1 20 5 19 2 2 7 5 1 19 11 5 7 1 16 3 6 4 30 3 1 3 1 18 5 3 0 7 3 11 1 14 1 1 0 0 0 0 0 0 0 0 0 ],
[4 9 1 2 0 4 4 11 0 7 0 1 3 0 19 3 13 5 1 11 1 0 16 18 0 43 5 0 4 1 2 63 5 3 5 6 9 5 51 7 4 2 13 2 13 2 1 0 0 0 0 0 0 0 0 0 ],
[9 4 3 1 2 1 5 12 2 19 4 0 4 0 1 3 6 5 4 14 4 5 5 1 6 65 2 20 1 3 0 16 11 0 3 0 17 2 39 7 7 1 9 4 21 1 2 0 0 0 0 0 0 0 0 0 ],
[0 20 5 2 5 0 6 8 1 3 4 1 0 0 12 5 26 0 4 1 1 3 25 15 1 22 5 6 5 2 3 0 13 0 1 7 27 3 22 6 7 5 6 0 8 0 1 0 0 0 0 0 0 0 0 0 ],
[10 20 3 0 1 2 8 1 0 15 2 2 4 0 19 0 24 0 5 5 0 5 2 4 11 31 2 3 6 4 4 39 6 2 0 2 62 3 8 6 6 5 1 5 3 3 4 0 0 0 0 0 0 0 0 0 ],
[2 6 2 2 0 2 8 11 2 1 0 1 1 0 0 4 24 0 1 9 5 4 18 13 0 33 5 4 0 4 3 55 8 3 0 2 51 2 35 7 5 4 4 5 23 3 5 0 0 0 0 0 0 0 0 0 ],
[0 14 4 0 3 5 6 14 0 10 5 0 6 1 4 0 13 5 5 12 5 4 4 25 7 43 3 19 5 0 5 36 7 2 3 3 62 0 40 1 9 4 3 3 3 3 0 0 0 0 0 0 0 0 0 0 ],
