T = 47;
S = 5;
C = 216;
t = [16 32 4 4 4 6 10 16 5 32 4 6 8 2 24 7 32 6 4 16 4 4 32 32 16 88 8 32 6 8 4 104 18 4 8 8 72 8 72 10 16 4 16 4 32 4 4 0 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 5 0 0 0 0 0 1 0 6 0 0 1 0 4 0 4 0 0 1 0 0 2 1 1 6 0 4 0 0 0 15 2 0 0 0 9 1 5 0 3 0 0 0 7 0 0 0 0 0 0 0 0 ],
[2 0 0 0 0 0 1 3 0 2 0 0 1 0 1 0 0 0 0 3 0 0 3 5 2 19 0 5 0 1 0 4 2 0 0 1 12 0 12 1 0 0 1 0 7 0 0 0 0 0 0 0 0 ],
[1 7 0 0 0 0 0 3 0 0 0 0 0 0 5 0 6 0 0 3 0 0 5 1 2 12 0 1 0 0 0 21 1 0 1 0 15 0 12 0 3 0 3 0 6 0 0 0 0 0 0 0 0 ],
[3 5 0 0 0 0 1 3 0 3 0 0 1 0 0 0 6 0 0 3 0 0 7 2 3 21 1 3 0 1 0 15 0 0 1 0 16 0 2 1 0 0 3 0 6 0 0 0 0 0 0 0 0 ],
[3 6 0 0 0 0 1 1 0 1 0 0 0 0 1 0 4 0 0 3 0 0 5 0 3 17 0 1 0 0 0 20 1 0 1 1 9 1 17 1 2 0 0 0 4 0 0 0 0 0 0 0 0 ],
[0 6 0 0 0 0 1 0 0 7 0 0 1 0 5 0 1 0 0 1 0 0 7 6 0 17 1 6 0 1 0 22 3 0 1 0 17 0 13 1 2 0 3 0 2 0 0 0 0 0 0 0 0 ],
[0 5 0 0 0 0 0 1 0 6 0 0 0 0 0 0 4 0 0 0 0 0 5 0 3 12 0 4 0 0 0 1 2 0 0 0 12 1 5 0 2 0 1 0 3 0 0 0 0 0 0 0 0 ],
[3 7 0 0 0 0 0 0 0 2 0 0 0 0 4 0 6 0 0 2 0 0 2 5 0 20 1 7 0 1 0 15 0 0 1 0 5 1 17 0 1 0 1 0 0 0 0 0 0 0 0 0 0 ],
[2 2 0 0 0 0 0 1 0 2 0 0 0 0 1 0 1 0 0 2 0 0 5 1 1 20 1 1 0 0 0 11 1 0 1 0 11 1 16 0 0 0 0 0 6 0 0 0 0 0 0 0 0 ],
[2 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 6 0 0 3 0 0 3 4 2 4 1 6 0 0 0 2 3 0 1 0 7 1 0 1 1 0 2 0 5 0 0 0 0 0 0 0 0 ],
[2 4 0 0 0 0 0 2 0 6 0 0 0 0 2 0 5 0 0 3 0 0 0 0 2 21 1 7 0 1 0 10 2 0 1 1 12 0 0 1 1 0 0 0 5 0 0 0 0 0 0 0 0 ],
[3 7 0 0 0 0 1 1 0 1 0 0 0 0 3 0 7 0 0 2 0 0 3 1 1 11 1 3 0 1 0 12 1 0 1 0 11 1 10 1 3 0 2 0 6 0 0 0 0 0 0 0 0 ],
[0 2 0 0 0 0 0 3 0 5 0 0 0 0 2 0 2 0 0 3 0 0 7 6 2 5 0 0 0 1 0 1 3 0 0 0 0 0 5 1 2 0 3 0 7 0 0 0 0 0 0 0 0 ],
[0 2 0 0 0 0 1 3 0 4 0 0 1 0 2 0 0 0 0 1 0 0 7 4 3 13 0 6 0 1 0 6 1 0 0 1 4 0 9 1 0 0 0 0 4 0 0 0 0 0 0 0 0 ],
[0 1 0 0 0 0 0 2 0 4 0 0 0 0 0 0 1 0 0 0 0 0 6 5 3 17 0 0 0 0 0 2 2 0 0 1 7 0 3 1 3 0 2 0 0 0 0 0 0 0 0 0 0 ],
[1 0 0 0 0 0 0 2 0 2 0 0 1 0 3 0 1 0 0 3 0 0 6 0 1 4 1 6 0 1 0 2 1 0 0 0 2 0 8 0 3 0 3 0 2 0 0 0 0 0 0 0 0 ],
[1 6 0 0 0 0 1 0 0 6 0 0 1 0 5 0 0 0 0 1 0 0 4 5 2 14 1 3 0 1 0 5 0 0 1 0 11 1 5 1 0 0 0 0 6 0 0 0 0 0 0 0 0 ],
[1 7 0 0 0 0 0 3 0 1 0 0 1 0 2 0 6 0 0 2 0 0 4 6 3 20 0 5 0 1 0 10 2 0 1 1 5 1 5 0 3 0 0 0 1 0 0 0 0 0 0 0 0 ],
[1 6 0 0 0 0 1 1 0 3 0 0 0 0 0 0 2 0 0 2 0 0 5 0 0 21 0 0 0 0 0 14 1 0 1 0 8 0 5 0 3 0 0 0 2 0 0 0 0 0 0 0 0 ],
[2 2 0 0 0 0 1 2 0 2 0 0 1 0 1 0 5 0 0 0 0 0 4 4 1 6 0 4 0 0 0 20 2 0 0 0 2 0 2 1 2 0 2 0 2 0 0 0 0 0 0 0 0 ],
[1 6 0 0 0 0 0 3 0 5 0 0 0 0 1 0 6 0 0 1 0 0 2 2 1 12 0 2 0 1 0 6 0 0 1 0 10 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 ],
[0 2 0 0 0 0 0 2 0 4 0 0 1 0 4 0 1 0 0 1 0 0 5 2 0 9 0 2 0 1 0 17 0 0 1 0 17 0 7 1 0 0 2 0 4 0 0 0 0 0 0 0 0 ],
[1 0 0 0 0 0 1 1 0 3 0 0 1 0 0 0 2 0 0 3 0 0 0 7 0 15 0 4 0 0 0 12 0 0 0 0 17 1 13 0 1 0 1 0 0 0 0 0 0 0 0 0 0 ],
[2 7 0 0 0 0 0 3 0 3 0 0 1 0 1 0 1 0 0 0 0 0 6 0 1 12 1 7 0 1 0 23 0 0 1 1 3 1 10 1 2 0 3 0 1 0 0 0 0 0 0 0 0 ],
[3 1 0 0 0 0 0 1 0 4 0 0 1 0 1 0 2 0 0 1 0 0 6 1 0 21 1 7 0 1 0 2 1 0 1 1 9 1 5 1 3 0 0 0 4 0 0 0 0 0 0 0 0 ],
[2 3 0 0 0 0 0 0 0 6 0 0 0 0 4 0 1 0 0 2 0 0 7 6 0 0 0 5 0 1 0 14 1 0 0 1 5 1 4 0 3 0 1 0 7 0 0 0 0 0 0 0 0 ],
[3 6 0 0 0 0 0 0 0 7 0 0 1 0 1 0 1 0 0 3 0 0 0 5 1 19 0 1 0 0 0 19 2 0 1 1 1 1 15 0 3 0 1 0 0 0 0 0 0 0 0 0 0 ],
[0 6 0 0 0 0 0 1 0 7 0 0 1 0 2 0 0 0 0 0 0 0 1 5 0 8 0 0 0 0 0 25 0 0 1 1 16 0 7 0 2 0 1 0 4 0 0 0 0 0 0 0 0 ],
[1 3 0 0 0 0 0 1 0 2 0 0 0 0 4 0 1 0 0 1 0 0 2 0 0 4 0 0 0 1 0 0 1 0 0 1 1 1 2 1 0 0 2 0 4 0 0 0 0 0 0 0 0 ],
[1 3 0 0 0 0 0 2 0 1 0 0 1 0 2 0 0 0 0 2 0 0 7 2 2 15 0 2 0 0 0 21 0 0 0 0 15 0 13 1 0 0 1 0 4 0 0 0 0 0 0 0 0 ],
[1 3 0 0 0 0 1 3 0 6 0 0 0 0 1 0 5 0 0 0 0 0 0 0 1 5 0 7 0 1 0 12 0 0 0 0 11 1 5 0 1 0 3 0 5 0 0 0 0 0 0 0 0 ],
