T = 10;
S = 4;
C = 72;
t = [14 10 12 18 23 16 20 36 14 10 0 0 0 0 0 ];
P = {<8,4> <8,7> <7,5> <7,6> };
POR = {<2,1> <2,8> <2,9> <2,10> <3,1> <3,8> <3,9> <3,10> };
setup = [[0 4 3 1 6 4 3 13 5 0 0 0 0 0 0 ],
[8 0 7 5 14 9 3 6 7 4 0 0 0 0 0 ],
[3 0 0 7 3 3 5 7 7 2 0 0 0 0 0 ],
[5 6 5 0 6 7 11 14 8 4 0 0 0 0 0 ],
[2 0 2 5 0 7 12 20 9 1 0 0 0 0 0 ],
[5 1 0 7 2 0 3 10 2 4 0 0 0 0 0 ],
[3 0 8 3 1 10 0 20 8 3 0 0 0 0 0 ],
[7 3 8 6 3 7 3 0 0 4 0 0 0 0 0 ],
[9 4 6 8 11 0 7 11 0 3 0 0 0 0 0 ],
[3 2 5 4 8 9 1 14 8 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
