T = 47;
S = 4;
C = 371;
t = [16 32 4 4 4 6 10 16 5 32 4 6 8 2 24 7 32 6 4 16 4 4 32 32 16 88 8 32 6 8 4 104 18 4 8 8 72 8 72 10 16 4 16 4 32 4 4 0 0 0 0 0 ];
P = {<1,2> <1,32> <2,3> <2,4> <5,6> <5,32> <8,9> <8,10> <9,11> <9,32> <10,11> <10,12> <13,14> <14,19> <15,16> <16,17> <17,18> <18,20> <18,22> <18,32> <18,47> <19,26> <20,21> <22,23> <22,24> <23,25> <24,25> <26,27> <27,28> <28,29> <29,30> <30,31> <32,33> <33,34> <33,35> <34,36> <35,36> <36,37> <36,43> <37,38> <38,39> <39,40> <40,41> <41,42> <43,44> <44,45> <45,46> };
POR = {};
setup = [[0 23 2 3 0 4 3 5 1 26 1 2 7 0 10 5 26 3 1 12 1 1 4 10 7 62 4 31 5 2 2 58 9 1 2 1 55 2 2 1 12 0 13 3 12 1 2 0 0 0 0 0 ],
[12 0 2 1 3 2 1 0 0 6 2 1 0 0 23 6 14 0 2 7 1 2 17 1 4 71 6 27 0 7 2 91 6 2 4 1 30 7 44 4 5 2 15 2 6 1 3 0 0 0 0 0 ],
[10 14 0 1 1 5 1 0 3 19 1 5 2 1 4 1 28 3 1 10 0 2 13 7 2 40 3 24 1 2 1 57 10 3 1 0 62 6 48 4 14 3 5 1 25 2 3 0 0 0 0 0 ],
[0 9 3 0 3 4 2 1 3 23 0 2 6 0 6 4 6 3 3 5 3 3 25 12 13 57 0 6 2 5 3 102 16 0 3 4 14 3 65 8 13 1 9 3 25 0 2 0 0 0 0 0 ],
[6 22 1 1 0 2 6 15 3 7 0 2 5 0 10 6 27 1 0 15 3 1 6 22 4 82 7 10 4 6 3 61 8 0 4 4 67 1 16 8 14 3 1 3 30 3 1 0 0 0 0 0 ],
[9 3 2 3 3 0 2 15 1 29 0 4 4 0 6 4 31 4 0 6 2 3 29 20 4 28 6 18 5 3 0 0 13 3 4 1 25 0 21 4 8 0 11 1 18 3 0 0 0 0 0 0 ],
[6 16 3 3 2 2 0 11 4 16 2 3 0 0 11 1 1 4 1 1 2 2 3 17 9 71 4 7 5 1 3 7 14 2 2 3 51 3 35 3 13 3 3 2 4 2 0 0 0 0 0 0 ],
[7 9 3 1 1 4 0 0 0 22 3 3 4 0 8 6 7 4 3 14 0 2 30 29 3 20 5 15 5 5 2 32 12 0 2 0 41 3 33 3 4 2 4 0 4 1 1 0 0 0 0 0 ],
[5 31 2 1 2 0 7 8 0 7 2 3 6 1 13 2 6 1 0 7 1 0 26 11 8 87 3 31 5 4 1 6 5 0 3 6 12 4 70 2 2 3 8 2 7 2 2 0 0 0 0 0 ],
[5 23 0 3 1 0 1 0 1 0 0 2 3 1 0 4 27 0 0 4 0 2 30 26 12 77 6 17 0 4 1 64 2 0 5 2 1 5 51 9 9 3 3 0 22 1 3 0 0 0 0 0 ],
[2 0 1 0 2 3 1 14 2 25 0 1 0 1 13 4 30 4 2 15 1 2 10 16 13 80 3 11 1 3 3 74 5 2 3 1 51 7 29 9 1 1 11 1 23 0 0 0 0 0 0 0 ],
[2 15 0 3 0 5 8 2 2 12 0 0 2 0 10 6 14 2 1 11 1 1 23 5 12 11 4 16 1 6 2 62 2 2 6 1 49 0 47 1 3 0 15 1 22 1 2 0 0 0 0 0 ],
[1 8 1 1 3 5 0 3 0 27 2 5 0 0 10 4 21 0 0 12 0 1 4 2 4 49 6 17 4 6 1 14 10 2 0 2 54 7 28 1 15 3 4 2 24 1 2 0 0 0 0 0 ],
[10 16 0 3 1 1 4 1 2 19 3 1 3 0 7 5 22 4 2 6 0 0 31 21 7 11 7 5 0 0 2 77 8 1 0 1 65 7 1 3 0 2 7 2 15 1 0 0 0 0 0 0 ],
[1 6 3 3 0 5 8 12 2 28 3 2 0 0 0 2 5 0 2 5 1 2 19 5 14 86 6 5 1 6 0 89 15 1 0 0 37 5 38 6 8 0 4 3 17 2 3 0 0 0 0 0 ],
[2 29 0 3 0 3 8 1 2 11 2 4 4 1 20 0 24 0 0 3 1 3 2 4 0 42 2 25 2 2 2 24 0 3 3 6 35 0 63 6 13 3 9 3 17 2 3 0 0 0 0 0 ],
[13 12 1 2 2 0 3 11 1 25 1 3 6 0 17 0 0 0 2 1 3 2 19 24 0 35 0 10 2 7 3 33 5 2 7 3 12 1 46 5 2 0 12 3 14 1 3 0 0 0 0 0 ],
[13 21 3 2 2 1 1 1 3 22 3 0 3 0 10 6 23 0 2 12 2 0 15 29 2 39 4 6 0 0 1 43 5 3 2 4 41 2 12 3 13 1 1 0 29 1 1 0 0 0 0 0 ],
[8 17 0 2 0 0 9 2 4 26 1 4 0 0 19 5 1 2 0 0 3 1 28 13 3 25 2 27 5 5 1 36 5 3 2 5 36 2 9 5 0 3 10 0 23 1 3 0 0 0 0 0 ],
[10 8 2 2 1 4 7 8 4 8 2 0 5 1 17 5 22 0 2 0 2 2 19 16 7 39 1 18 3 6 3 87 13 1 3 7 71 5 7 9 4 2 4 3 16 2 1 0 0 0 0 0 ],
[2 10 1 1 2 5 5 12 4 3 1 3 3 1 20 3 11 2 0 3 0 3 8 26 1 38 3 4 0 6 2 37 0 1 4 2 48 1 38 1 4 0 3 3 12 1 1 0 0 0 0 0 ],
[11 8 0 0 0 2 6 15 2 26 0 2 6 0 5 1 0 0 0 2 2 0 19 17 14 85 2 1 3 0 3 56 16 1 5 3 44 6 58 0 3 1 3 0 28 3 3 0 0 0 0 0 ],
[14 5 3 1 2 2 5 6 1 7 0 3 1 1 10 4 10 0 0 5 2 0 0 17 14 85 7 8 5 0 1 55 5 1 3 2 60 6 37 2 2 0 2 0 25 2 3 0 0 0 0 0 ],
[7 30 3 3 2 0 6 13 2 18 3 1 1 1 4 2 22 5 3 3 0 1 24 0 13 52 3 0 1 3 1 37 0 2 1 7 57 1 31 4 7 1 5 3 19 3 0 0 0 0 0 0 ],
[10 24 3 1 2 4 0 5 2 23 3 3 6 1 13 4 2 4 2 8 1 1 20 12 0 83 2 14 4 3 0 9 6 1 2 2 64 3 12 0 11 2 13 3 30 3 0 0 0 0 0 0 ],
