T = 47;
S = 6;
C = 97;
t = [5 11 18 4 12 7 8 18 1 15 7 1 16 6 6 7 18 8 15 3 16 11 8 6 5 1 10 17 11 4 4 20 20 19 7 16 4 18 17 9 9 15 15 19 7 5 2 0 0 0 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <5,35> <6,7> <6,17> <8,9> <12,13> <12,14> <12,15> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <32,6> <32,16> <33,23> <33,24> <34,8> <34,18> <35,36> <35,37> <35,38> <36,39> <36,40> <38,42> <38,43> <42,7> <44,47> <45,10> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> <37,41> <37,45> <38,44> <39,41> <40,44> <40,46> <41,44> <42,45> <43,46> };
setup = [[0 4 0 0 4 0 2 0 0 0 0 0 4 2 0 1 7 0 6 0 0 1 1 0 1 0 0 6 3 1 0 3 0 8 1 7 1 4 5 1 3 4 6 7 2 1 0 0 0 0 0 0 0 0 ],
[0 0 3 1 2 2 2 2 0 0 2 0 6 2 0 1 4 1 2 0 7 4 2 1 1 0 1 3 1 1 1 9 1 4 2 4 0 0 5 3 3 1 3 4 1 0 0 0 0 0 0 0 0 0 ],
[1 3 0 1 5 1 2 1 0 2 0 0 7 2 0 0 2 3 3 0 4 0 2 1 1 0 1 2 4 0 0 3 9 3 0 6 1 5 7 1 2 0 0 7 2 1 0 0 0 0 0 0 0 0 ],
[1 1 7 0 0 1 1 3 0 1 1 0 7 1 2 0 8 3 0 0 6 4 0 2 0 0 0 6 3 1 0 2 6 2 0 1 0 0 5 2 1 1 3 1 1 1 0 0 0 0 0 0 0 0 ],
[0 0 6 1 0 2 2 2 0 1 2 0 5 2 0 0 7 1 0 0 5 4 1 1 1 0 4 4 4 1 1 4 9 5 0 1 0 8 2 3 3 2 1 1 1 0 0 0 0 0 0 0 0 0 ],
[0 3 6 1 4 0 3 2 0 6 1 0 2 1 0 1 4 1 4 0 6 2 1 2 1 0 0 2 1 1 1 3 5 1 0 5 0 0 4 1 0 2 1 8 2 0 0 0 0 0 0 0 0 0 ],
[1 2 8 0 2 2 0 4 0 3 1 0 0 2 0 1 0 3 3 0 1 4 0 2 0 0 4 0 4 1 1 0 0 3 0 3 0 1 1 2 1 0 3 6 2 0 0 0 0 0 0 0 0 0 ],
[0 1 7 1 5 0 1 0 0 6 1 0 1 0 2 0 7 1 3 0 6 1 0 2 0 0 2 5 0 0 0 0 7 4 2 1 1 2 4 0 2 6 6 6 2 1 0 0 0 0 0 0 0 0 ],
[0 3 2 0 5 2 2 6 0 0 1 0 7 2 0 1 7 0 5 0 4 1 2 2 1 0 3 3 3 0 1 1 7 3 1 0 0 4 0 2 0 3 4 5 1 0 0 0 0 0 0 0 0 0 ],
[0 1 2 1 0 1 2 0 0 0 2 0 4 0 0 1 5 2 2 0 4 1 1 0 1 0 0 5 0 1 0 4 0 5 2 7 0 1 6 0 3 1 2 0 0 1 0 0 0 0 0 0 0 0 ],
[1 0 5 0 1 1 2 2 0 2 0 0 6 1 0 1 1 3 0 0 6 0 3 2 0 0 1 6 0 0 0 9 2 8 0 0 0 0 3 1 1 6 2 5 0 0 0 0 0 0 0 0 0 0 ],
[1 0 1 1 5 0 2 5 0 2 2 0 1 1 2 0 7 2 5 0 7 0 0 2 1 0 0 3 0 1 1 1 2 7 0 7 0 5 5 0 2 4 3 4 2 0 0 0 0 0 0 0 0 0 ],
[0 4 2 0 0 2 0 0 0 3 2 0 0 2 1 1 8 2 0 0 0 4 1 2 0 0 0 5 2 0 1 1 8 6 1 5 1 5 1 0 3 3 0 3 0 1 0 0 0 0 0 0 0 0 ],
[0 0 1 1 1 0 0 5 0 0 2 0 4 0 2 0 5 2 4 0 2 0 3 2 1 0 2 7 1 0 0 3 3 1 0 1 0 2 2 1 1 5 2 2 2 1 0 0 0 0 0 0 0 0 ],
[0 1 2 1 3 2 0 6 0 2 1 0 7 2 0 1 6 2 5 0 4 3 3 2 1 0 4 1 1 1 1 7 5 0 0 2 0 7 2 3 0 2 6 8 0 1 0 0 0 0 0 0 0 0 ],
[0 1 0 1 4 0 0 1 0 5 2 0 1 0 0 0 6 2 1 0 0 0 3 2 1 0 3 1 1 0 0 4 1 3 1 4 0 2 2 2 1 6 3 0 2 0 0 0 0 0 0 0 0 0 ],
[1 1 8 0 4 2 3 4 0 4 1 0 1 1 1 1 0 3 4 0 0 2 1 1 0 0 3 2 2 0 0 1 9 4 1 5 0 8 2 3 1 0 4 3 1 1 0 0 0 0 0 0 0 0 ],
[0 1 8 1 2 2 1 0 0 1 2 0 1 1 0 2 2 0 1 0 2 4 0 1 1 0 0 0 3 1 0 0 6 2 2 3 1 6 2 2 0 0 1 2 2 1 0 0 0 0 0 0 0 0 ],
[0 4 0 0 3 0 1 6 0 6 1 0 3 1 2 0 7 3 0 0 5 2 2 0 1 0 4 3 3 0 1 2 6 8 0 0 1 4 1 1 1 3 1 4 0 1 0 0 0 0 0 0 0 0 ],
[1 2 4 1 2 1 2 7 0 1 1 0 7 2 2 2 3 2 1 0 4 1 3 0 0 0 4 3 3 0 1 2 6 8 1 3 0 7 3 3 0 2 4 8 1 1 0 0 0 0 0 0 0 0 ],
[1 1 8 1 2 1 0 5 0 4 0 0 3 2 2 1 2 3 1 0 0 1 0 1 0 0 0 4 3 0 1 8 5 8 1 6 0 3 0 0 2 4 0 2 0 0 0 0 0 0 0 0 0 0 ],
[1 0 7 1 4 2 3 0 0 0 2 0 6 1 0 0 6 3 1 0 3 0 1 0 1 0 1 0 4 0 1 7 7 6 1 2 1 7 6 3 3 2 4 1 2 1 0 0 0 0 0 0 0 0 ],
[0 3 6 1 0 1 1 2 0 3 1 0 2 1 1 1 1 1 1 0 0 0 0 0 1 0 3 5 0 0 0 2 6 2 1 3 0 8 7 0 1 3 5 3 1 1 0 0 0 0 0 0 0 0 ],
[0 1 1 0 3 0 0 3 0 2 1 0 0 2 0 0 4 0 6 0 3 4 1 0 0 0 4 4 2 1 0 2 6 1 2 3 0 7 4 2 1 1 5 0 2 1 0 0 0 0 0 0 0 0 ],
[1 3 2 0 0 2 1 0 0 0 1 0 5 1 1 0 4 0 5 0 6 1 2 0 0 0 0 7 1 1 1 9 2 4 2 3 1 6 7 0 0 6 4 7 1 0 0 0 0 0 0 0 0 0 ],
[1 4 1 0 3 1 0 2 0 3 0 0 7 1 1 1 3 1 1 0 7 4 3 1 0 0 4 6 4 0 1 7 0 2 2 0 0 8 5 1 0 6 0 6 1 0 0 0 0 0 0 0 0 0 ],
[1 0 0 0 2 0 1 4 0 6 1 0 7 2 2 1 8 3 0 0 4 4 2 0 1 0 0 4 1 1 0 7 6 5 2 4 1 3 0 1 0 2 5 1 0 0 0 0 0 0 0 0 0 0 ],
[0 1 4 1 5 2 0 7 0 5 1 0 2 2 0 0 7 0 3 0 0 2 3 1 1 0 2 0 2 1 1 6 6 7 0 1 0 3 3 2 3 4 6 7 2 0 0 0 0 0 0 0 0 0 ],
[1 2 0 1 2 1 3 1 0 6 2 0 5 1 0 1 5 3 3 0 5 2 1 0 0 0 3 6 0 1 0 8 4 6 1 3 0 5 0 2 0 0 3 1 1 0 0 0 0 0 0 0 0 0 ],
