T = 34;
S = 3;
C = 147;
t = [18 1 4 6 11 17 1 14 7 13 7 8 9 5 8 14 20 7 17 13 12 8 19 20 6 10 4 16 3 5 17 4 8 16 0 0 0 0 ];
P = {<1,2> <1,3> <2,4> <3,11> <3,12> <6,7> <6,17> <8,9> <12,13> <12,14> <12,15> <14,19> <14,22> <15,20> <15,21> <20,26> <20,27> <32,6> <32,16> <33,23> <33,24> <34,8> <34,18> };
POR = {<3,31> <4,5> <4,31> <5,32> <7,34> <9,10> <11,5> <13,32> <16,33> <17,29> <18,30> <19,25> <21,25> <22,33> <23,34> <24,28> <25,28> <26,28> <27,29> <28,30> <29,30> <30,10> };
setup = [[0 0 1 0 1 5 0 4 0 5 0 1 2 1 3 4 8 2 5 0 3 3 4 2 0 4 1 6 0 1 6 0 3 1 0 0 0 0 ],
[3 0 0 0 4 5 0 1 0 5 0 2 3 1 0 4 1 2 7 4 5 1 1 2 2 2 0 0 0 1 1 1 0 4 0 0 0 0 ],
[3 0 0 2 1 7 0 1 0 0 0 1 2 1 2 3 7 0 7 2 5 3 1 1 1 0 1 4 0 0 7 1 3 3 0 0 0 0 ],
[2 0 0 0 3 4 0 6 1 4 2 1 0 0 1 4 9 1 2 2 0 3 1 3 1 0 1 4 0 1 6 1 3 3 0 0 0 0 ],
[6 0 1 1 0 0 0 0 0 0 2 1 3 1 3 0 9 1 7 1 0 1 6 0 0 2 1 0 0 1 5 1 3 3 0 0 0 0 ],
[0 0 1 1 0 0 0 1 1 4 0 0 2 0 0 6 1 2 3 4 5 1 7 9 2 2 0 5 0 0 1 0 3 6 0 0 0 0 ],
[6 0 1 1 2 4 0 1 1 3 2 3 0 0 3 3 0 1 4 5 0 0 7 3 2 2 0 2 0 1 7 0 0 7 0 0 0 0 ],
[0 0 1 2 2 2 0 0 1 2 2 1 2 0 2 3 2 0 2 1 2 0 8 5 0 1 0 2 0 0 6 1 0 5 0 0 0 0 ],
[3 0 1 0 3 2 0 2 0 3 0 2 3 1 0 3 2 2 6 3 2 2 7 2 0 2 1 4 0 0 2 1 3 3 0 0 0 0 ],
[2 0 0 1 1 7 0 3 0 0 0 0 3 1 0 1 1 2 7 3 4 2 0 7 1 1 0 4 0 0 0 0 3 5 0 0 0 0 ],
[4 0 0 2 1 7 0 5 2 3 0 1 2 1 0 0 8 1 3 5 0 0 4 2 2 3 0 5 0 0 7 1 0 6 0 0 0 0 ],
