T = 10;
S = 6;
C = 50;
t = [14 10 12 18 23 16 20 36 14 10 0 0 0 0 0 0 0 ];
P = {<8,4> <8,7> <7,5> <7,6> };
POR = {<2,1> <2,8> <2,9> <2,10> <3,1> <3,8> <3,9> <3,10> };
setup = [[0 1 0 1 1 0 3 4 2 2 0 0 0 0 0 0 0 ],
[1 0 1 0 8 3 8 6 3 3 0 0 0 0 0 0 0 ],
[5 2 0 5 2 6 0 16 1 0 0 0 0 0 0 0 0 ],
[2 4 2 0 4 2 1 5 5 4 0 0 0 0 0 0 0 ],
[0 3 5 8 0 3 7 11 2 2 0 0 0 0 0 0 0 ],
[4 4 0 6 1 0 8 1 0 0 0 0 0 0 0 0 0 ],
[4 0 5 2 4 6 0 11 2 2 0 0 0 0 0 0 0 ],
[1 3 5 2 1 5 8 0 5 4 0 0 0 0 0 0 0 ],
[3 2 3 4 1 0 2 2 0 0 0 0 0 0 0 0 0 ],
[0 3 2 4 1 2 1 5 1 0 0 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 ],
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 ]];
